review,analysis,k,early_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,studies_per_year,span_years,mafi_score,mafi_class,I2,estimate_re,significant,fpi_k_component,fpi_bias_component,fpi_stability_component,fpi_decay_component,fpi_score,fpi_class
CD002042_pub6_data.rds,2::3.0,12,-0.764072,-1.667872,2.182874,False,0.3253,1.583793,0.545455,22.0,0.2062,Low Fragility,97.29,-2.54752,True,0.3894,0.7938,0.8374,0.4086,60.63,Moderate
CD002042_pub6_data.rds,2::4.0,7,-4.082628,-1.328081,0.325301,False,0.4817,1.944551,0.318182,22.0,0.2062,Low Fragility,97.29,-2.54752,True,0.2315,0.7938,0.7591,0.6627,59.02,Moderate
CD002042_pub6_data.rds,30::nan,12,0.289635,0.006507,0.022465,False,5.0964,0.482009,0.5,24.0,0.1848,Low Fragility,0.0,-0.002097,False,0.3894,0.8152,0,0.5112,42.29,Volatile
CD002042_pub6_data.rds,31::nan,6,0.190975,0.065752,0.344295,False,0.5727,0.154991,0.857143,7.0,0.2674,Low Fragility,17.29,0.056732,False,0.2059,0.7326,0.7137,0.6721,55.77,Moderate
CD002042_pub6_data.rds,32::nan,10,0.361727,0.186229,0.514834,False,0.3174,0.110719,0.47619,21.0,0.2141,Low Fragility,0.0,0.18623,True,0.3208,0.7859,0.8413,0.7574,65.45,Moderate
CD002042_pub6_data.rds,33::nan,11,-0.660189,-0.770887,1.167676,False,0.1764,0.329206,0.458333,24.0,0.1367,Robust,40.47,-0.60603,True,0.3543,0.8633,0.9118,0.9162,73.33,Stable
CD002042_pub6_data.rds,34::nan,7,-1.563852,-0.862757,0.551687,False,0.3339,0.620369,0.7,10.0,0.3107,Moderate Fragility,29.05,-0.704234,True,0.2315,0.6893,0.8331,0.7758,60.52,Moderate
CD002042_pub6_data.rds,3::1.0,27,-3.431059,-1.53616,0.447722,False,0.3801,2.937768,0.870968,31.0,0.2108,Low Fragility,97.6,-2.479509,True,0.8581,0.7892,0.8099,0.7239,80.2,Stable
CD002042_pub6_data.rds,3::2.0,6,-0.545058,-1.562909,2.867416,False,0.4638,0.966399,0.315789,19.0,0.2108,Low Fragility,97.6,-2.479509,True,0.2059,0.7892,0.7681,0.0663,46.43,Volatile
CD002042_pub6_data.rds,4::1.0,16,-2.941326,-1.283939,0.436517,False,0.3072,1.48723,0.64,25.0,0.2094,Low Fragility,97.37,-2.344004,True,0.5374,0.7906,0.8464,0.7183,71.41,Stable
CD002042_pub6_data.rds,4::2.0,19,-3.440183,-1.33346,0.387613,False,0.4323,2.033463,0.292308,65.0,0.2094,Low Fragility,97.37,-2.344004,True,0.6457,0.7906,0.7838,0.6938,72.61,Stable
CD002042_pub6_data.rds,6::nan,33,-0.16286,0.003813,0.023411,True,0.6427,0.113646,0.891892,37.0,0.0382,Robust,17.09,0.02703,False,0.937,0.9618,0.6786,0.5117,79.36,Stable
CD002042_pub6_data.rds,7::1.0,17,-0.223987,-0.033819,0.150985,False,0.6254,0.099847,0.68,25.0,0.0751,Robust,20.01,0.021454,False,0.5744,0.9249,0.6873,0.5755,69.05,Moderate
CD002042_pub6_data.rds,7::2.0,17,-0.276523,-0.052229,0.188878,False,1.7306,0.292718,0.485714,35.0,0.0751,Robust,20.01,0.021454,False,0.5744,0.9249,0.1347,0.5944,55.61,Moderate
CD002042_pub6_data.rds,8::3.0,8,-0.361675,0.044663,0.123489,True,17.6261,0.823197,0.363636,22.0,0.0664,Robust,15.54,0.014835,False,0.2592,0.9336,0,0.5617,42.35,Volatile
CD002042_pub6_data.rds,8::4.0,7,-0.284547,-0.012553,0.044117,False,0.862,0.116166,0.318182,22.0,0.0664,Robust,15.54,0.014835,False,0.2315,0.9336,0.569,0.5221,54.95,Moderate
CD002042_pub6_data.rds,9::3.0,8,-0.361675,0.044663,0.123489,True,17.6261,0.823197,0.363636,22.0,0.1059,Robust,17.62,0.006621,False,0.2592,0.8941,0,0.5617,41.36,Volatile
CD002042_pub6_data.rds,9::4.0,7,-0.284547,-0.012553,0.044117,False,0.862,0.116166,0.318182,22.0,0.1059,Robust,17.62,0.006621,False,0.2315,0.8941,0.569,0.5221,53.96,Moderate
CD002052_pub4_data.rds,3::nan,6,-0.084617,-0.102407,1.21025,False,0.6777,0.330943,0.230769,26.0,0.6783,High Fragility,36.0,-0.013299,False,0.2059,0.3217,0.6612,0.8949,48.64,Volatile
CD002112_pub2_data.rds,1::1.0,16,-0.224976,-0.040618,0.180545,False,0.5108,0.084191,0.516129,31.0,0.0022,Robust,0.0,-0.171739,False,0.5374,0.9978,0.7446,0.5903,71.49,Stable
CD002112_pub2_data.rds,1::2.0,19,0.0,-0.235996,,False,0.3158,0.159001,0.5,38.0,0.0022,Robust,0.0,-0.171739,False,0.6457,0.9978,0.8421,0.5,75.37,Stable
CD002112_pub2_data.rds,1::3.0,12,-0.221252,-0.20965,0.947562,False,0.2576,0.147732,0.387097,31.0,0.0022,Robust,0.0,-0.171739,False,0.3894,0.9978,0.8712,0.9738,77.88,Stable
CD002112_pub2_data.rds,1::4.0,6,-0.297562,-0.323955,1.088699,False,0.1997,0.194589,0.545455,11.0,0.0022,Robust,0.0,-0.171739,False,0.2059,0.9978,0.9002,0.9557,72.74,Stable
CD002112_pub2_data.rds,2::1.0,25,0.874289,0.27829,0.318305,False,0.7733,0.356303,0.714286,35.0,0.1267,Robust,61.33,0.489453,True,0.8176,0.8733,0.6134,0.6592,74.88,Stable
CD002112_pub2_data.rds,2::2.0,21,0.077135,0.832105,10.787669,False,0.8831,0.766386,0.6,35.0,0.1267,Robust,61.33,0.489453,True,0.7109,0.8733,0.5585,0,57.12,Moderate
CD002112_pub2_data.rds,2::3.0,14,0.924606,1.106811,1.197062,False,0.1023,0.31875,0.538462,26.0,0.1267,Robust,61.33,0.489453,True,0.4626,0.8733,0.9488,0.9015,77.46,Stable
CD002112_pub2_data.rds,2::4.0,6,-0.219228,-0.060103,0.274156,False,0.6487,0.144358,0.24,25.0,0.1267,Robust,61.33,0.489453,True,0.2059,0.8733,0.6756,0.6371,57.64,Moderate
CD002112_pub2_data.rds,2::nan,15,-0.139634,-0.022329,0.15991,False,0.7138,0.254434,0.714286,21.0,0.1267,Robust,61.33,0.489453,True,0.5,0.8733,0.6431,0.58,64.51,Moderate
CD002112_pub2_data.rds,3::1.0,11,-0.116411,-0.107083,0.919872,False,0.4929,0.656964,0.333333,33.0,0.0777,Robust,12.2,-0.436546,True,0.3543,0.9223,0.7535,0.9599,71.73,Stable
CD002112_pub2_data.rds,3::nan,6,-0.404492,-0.530175,1.310718,False,0.2016,0.189324,0.206897,29.0,0.0777,Robust,12.2,-0.436546,True,0.2059,0.9223,0.8992,0.8446,68.61,Moderate
CD002112_pub2_data.rds,4::1.0,12,0.183896,0.351939,1.913786,False,0.4154,0.108851,0.428571,28.0,0.2723,Low Fragility,71.04,0.230696,False,0.3894,0.7277,0.7923,0.5431,60.54,Moderate
CD002112_pub2_data.rds,4::nan,8,-0.534902,-0.134442,0.25134,False,0.5426,0.645691,0.285714,28.0,0.2723,Low Fragility,71.04,0.230696,False,0.2592,0.7277,0.7287,0.6257,56.7,Moderate
CD002115_pub6_data.rds,11::overall,7,-0.676461,-0.511102,0.755553,False,0.1025,0.05161,0.4375,16.0,0.3588,Moderate Fragility,0.0,-0.511102,False,0.2315,0.6412,0.9487,0.8778,64.25,Moderate
CD002115_pub6_data.rds,2::overall,13,-0.026108,1.288582,49.355027,True,0.3424,1.124066,0.777778,18.0,0.117,Robust,1.46,1.254819,True,0.4256,0.883,0.8288,0,55.56,Moderate
CD002115_pub6_data.rds,3::overall,7,0.008972,-0.024113,2.687479,True,2.1376,0.039019,0.470588,17.0,0.2518,Low Fragility,0.0,-0.336289,False,0.2315,0.7482,0,0.1563,28.77,High Risk
CD002115_pub6_data.rds,6::overall,7,-0.277079,-0.059052,0.213123,False,0.5476,0.112289,0.269231,26.0,0.2683,Low Fragility,0.0,-0.059052,False,0.2315,0.7317,0.7262,0.6066,55.52,Moderate
CD002122_pub3_data.rds,1::1.0,15,-0.193883,-0.273371,1.409978,False,0.519,0.237428,0.416667,36.0,0.1734,Low Fragility,56.25,-0.148934,False,0.5,0.8266,0.7405,0.795,70.08,Stable
CD002122_pub3_data.rds,1::2.0,14,0.019109,-0.212249,11.107266,True,1.1411,0.208182,0.388889,36.0,0.1734,Low Fragility,56.25,-0.148934,False,0.4626,0.8266,0.4294,0,45.28,Volatile
CD002122_pub3_data.rds,1::3.0,12,-1.321586,-0.399528,0.30231,False,0.5569,0.906137,0.333333,36.0,0.1734,Low Fragility,56.25,-0.148934,False,0.3894,0.8266,0.7216,0.6512,63.41,Moderate
CD002122_pub3_data.rds,1::4.0,9,-0.231862,-0.231862,1.0,False,0.0,0.0,0.257143,35.0,0.1734,Low Fragility,56.25,-0.148934,False,0.2891,0.8266,1.0,1.0,74.34,Stable
CD002122_pub3_data.rds,1::5.0,9,-0.450755,-0.262902,0.583247,False,0.272,0.187854,0.310345,29.0,0.1734,Low Fragility,56.25,-0.148934,False,0.2891,0.8266,0.864,0.7916,66.77,Moderate
CD002122_pub3_data.rds,2::1.0,13,-0.265145,0.289309,1.091137,True,2.1694,0.250057,0.361111,36.0,0.1616,Low Fragility,76.1,-0.136971,False,0.4256,0.8384,0,0.9544,52.82,Moderate
CD002122_pub3_data.rds,2::2.0,10,-2.018514,-0.401834,0.199074,False,0.6466,0.766124,0.277778,36.0,0.1616,Low Fragility,76.1,-0.136971,False,0.3208,0.8384,0.6767,0.5995,59.49,Moderate
CD002122_pub3_data.rds,2::3.0,9,2.528461,0.984805,0.389488,False,0.4688,1.056672,0.25,36.0,0.1616,Low Fragility,76.1,-0.136971,False,0.2891,0.8384,0.7656,0.6947,62.67,Moderate
CD002122_pub3_data.rds,2::4.0,9,-3.062118,-1.136295,0.371081,False,0.3238,1.066489,0.25,36.0,0.1616,Low Fragility,76.1,-0.136971,False,0.2891,0.8384,0.8381,0.6855,64.29,Moderate
CD002122_pub3_data.rds,2::5.0,7,0.037534,0.029357,0.782148,False,0.6235,0.138195,0.194444,36.0,0.1616,Low Fragility,76.1,-0.136971,False,0.2315,0.8384,0.6883,0.8911,62.93,Moderate
CD002122_pub3_data.rds,2::6.0,7,-1.058835,-0.046581,0.043992,False,1.0789,1.002577,0.205882,34.0,0.1616,Low Fragility,76.1,-0.136971,False,0.2315,0.8384,0.4606,0.522,49.86,Volatile
CD002122_pub3_data.rds,3::1.0,9,0.027761,-0.015418,0.555374,True,3.5622,0.361179,0.257143,35.0,0.0581,Robust,24.17,-0.09127,False,0.2891,0.9419,0,0.7777,47.77,Volatile
CD002122_pub3_data.rds,3::2.0,8,0.091115,0.027186,0.298368,False,19.7343,0.154703,0.228571,35.0,0.0581,Robust,24.17,-0.09127,False,0.2592,0.9419,0,0.6492,44.31,Volatile
CD002122_pub3_data.rds,3::3.0,7,-1.392592,-0.292694,0.210179,False,0.374,0.803172,0.2,35.0,0.0581,Robust,24.17,-0.09127,False,0.2315,0.9419,0.813,0.6051,62.92,Moderate
CD002122_pub3_data.rds,7::1.0,7,1.016082,0.286247,0.281716,False,0.5906,0.502969,0.225806,31.0,0.2618,Low Fragility,82.13,0.013582,False,0.2315,0.7382,0.7047,0.6409,55.83,Moderate
CD002122_pub3_data.rds,7::11.0,8,-1.05339,-1.590543,1.509929,False,0.14,0.275405,0.4,20.0,0.2618,Low Fragility,82.13,0.013582,False,0.2592,0.7382,0.93,0.745,64.38,Moderate
CD002122_pub3_data.rds,7::12.0,7,-0.492247,-0.253023,0.514017,False,0.2102,0.135218,0.35,20.0,0.2618,Low Fragility,82.13,0.013582,False,0.2315,0.7382,0.8949,0.757,62.91,Moderate
CD002122_pub3_data.rds,7::3.0,7,1.501739,1.794198,1.194747,False,0.0648,0.234231,0.35,20.0,0.2618,Low Fragility,82.13,0.013582,False,0.2315,0.7382,0.9676,0.9026,67.64,Moderate
CD002122_pub3_data.rds,7::6.0,7,0.704871,1.105721,1.568685,False,0.1506,0.254387,0.2,35.0,0.2618,Low Fragility,82.13,0.013582,False,0.2315,0.7382,0.9247,0.7157,62.83,Moderate
CD002203_pub5_data.rds,10::overall,6,-1.95076,-0.886692,0.454537,False,0.3449,0.663382,0.333333,18.0,0.2486,Low Fragility,0.0,-0.886692,True,0.2059,0.7514,0.8276,0.7273,60.19,Moderate
CD002203_pub5_data.rds,1::overall,23,-0.081646,-0.003282,0.040197,False,10.4679,0.024033,1.277778,18.0,0.0544,Robust,0.0,-0.003282,False,0.7685,0.9456,0,0.5201,57.1,Moderate
CD002203_pub5_data.rds,2::overall,13,-0.02926,0.032311,1.104275,True,1.6884,0.015531,1.625,8.0,0.1089,Robust,0.0,0.032311,False,0.4256,0.8911,0.1558,0.9479,57.9,Moderate
CD002203_pub5_data.rds,3::overall,13,0.499491,0.771186,1.543943,False,0.1484,0.205711,0.722222,18.0,0.2066,Low Fragility,46.03,0.790558,True,0.4256,0.7934,0.9258,0.728,70.31,Stable
CD002203_pub5_data.rds,5::overall,51,1.146013,-0.165474,0.144391,True,2.9104,0.536118,3.0,17.0,0.1059,Robust,39.9,-0.129289,False,0.9955,0.8941,0,0.5722,63.66,Moderate
CD002203_pub5_data.rds,7::overall,7,-0.736707,-0.283604,0.384962,False,0.3937,0.248285,0.411765,17.0,0.2656,Low Fragility,4.89,-0.283417,False,0.2315,0.7344,0.8032,0.6925,59.23,Moderate
CD002243_pub5_data.rds,10::nan,15,-0.418877,-0.036951,0.088214,False,1.779,0.326157,0.625,24.0,0.1302,Robust,10.94,-0.038146,False,0.5,0.8698,0.1105,0.5441,50.39,Moderate
CD002243_pub5_data.rds,11::nan,40,-0.925266,-0.15338,0.165768,False,0.6365,0.336485,0.784314,51.0,0.1225,Robust,48.55,-0.207717,True,0.977,0.8775,0.6818,0.5829,79.95,Stable
CD002243_pub5_data.rds,12::nan,13,-0.400272,-0.144963,0.362161,False,0.4622,0.225079,0.541667,24.0,0.2056,Low Fragility,31.36,-0.196268,True,0.4256,0.7944,0.7689,0.6811,65.47,Moderate
CD002243_pub5_data.rds,13::nan,24,-0.748105,-0.15157,0.202605,False,0.6229,0.375403,1.0,24.0,0.0215,Robust,7.38,-0.157945,True,0.7941,0.9785,0.6885,0.6013,77.53,Stable
CD002243_pub5_data.rds,14::nan,25,-0.077367,-0.086403,1.11679,False,0.3138,0.105498,1.0,25.0,0.0043,Robust,0.0,-0.086403,False,0.8176,0.9957,0.8431,0.9416,89.33,Stable
CD002243_pub5_data.rds,15::nan,10,-0.306575,-0.254332,0.829593,False,0.1322,0.139097,0.588235,17.0,0.1855,Low Fragility,0.0,-0.254332,False,0.3208,0.8145,0.9339,0.9148,71.63,Stable
CD002243_pub5_data.rds,16::nan,31,-0.081318,-0.019433,0.238979,False,0.4746,0.121723,1.24,25.0,0.0296,Robust,0.0,-0.019433,False,0.9168,0.9704,0.7627,0.6195,83.22,Stable
CD002243_pub5_data.rds,17::nan,9,-0.415493,-0.359372,0.86493,False,0.1119,0.122592,0.529412,17.0,0.1794,Low Fragility,0.0,-0.359372,False,0.2891,0.8206,0.9441,0.9325,71.44,Stable
CD002243_pub5_data.rds,18::nan,18,0.10449,0.755941,7.23461,False,0.3592,0.226638,0.5,36.0,0.1633,Low Fragility,62.4,0.732514,True,0.6106,0.8367,0.8204,0,59.75,Moderate
CD002243_pub5_data.rds,19::nan,16,1.137087,0.285492,0.251073,False,0.5342,0.668487,0.666667,24.0,0.0633,Robust,0.0,0.285492,True,0.5374,0.9367,0.7329,0.6255,70.37,Stable
CD002243_pub5_data.rds,1::nan,75,-0.925266,-0.153764,0.166183,False,0.6757,0.885268,1.470588,51.0,0.0622,Robust,28.21,-0.182599,True,0.9999,0.9378,0.6622,0.5831,81.66,Stable
CD002243_pub5_data.rds,20::nan,17,0.022621,-0.066852,2.955297,True,0.8254,0.084328,0.809524,21.0,0.0516,Robust,0.0,-0.066852,False,0.5744,0.9484,0.5873,0.0224,56.07,Moderate
CD002243_pub5_data.rds,21::1.0,32,0.192745,-0.012717,0.065981,True,0.586,0.112362,0.680851,47.0,0.0621,Robust,29.91,0.192184,True,0.9276,0.9379,0.707,0.533,79.61,Stable
CD002243_pub5_data.rds,21::2.0,36,0.029909,-0.023827,0.796659,True,4.4783,0.210325,0.765957,47.0,0.0621,Robust,29.91,0.192184,True,0.9589,0.9379,0,0.8983,70.18,Stable
CD002243_pub5_data.rds,21::3.0,29,0.40359,0.589215,1.459934,False,0.2112,0.231267,0.630435,46.0,0.0621,Robust,29.91,0.192184,True,0.8909,0.9379,0.8944,0.77,87.94,Stable
CD002243_pub5_data.rds,21::4.0,12,0.648337,0.496211,0.76536,False,0.106,0.111113,0.5,24.0,0.0621,Robust,29.91,0.192184,True,0.3894,0.9379,0.947,0.8827,76.46,Stable
CD002243_pub5_data.rds,21::5.0,7,-0.530845,0.189438,0.356862,True,4.3708,0.742467,0.35,20.0,0.0621,Robust,29.91,0.192184,True,0.2315,0.9379,0,0.6784,43.96,Volatile
CD002243_pub5_data.rds,21::6.0,10,0.063935,-0.079154,1.238049,True,8.6057,0.826386,0.217391,46.0,0.0621,Robust,29.91,0.192184,True,0.3208,0.9379,0,0.881,50.69,Moderate
CD002243_pub5_data.rds,21::7.0,8,0.362511,-0.136566,0.376723,True,4.2941,0.572217,0.380952,21.0,0.0621,Robust,29.91,0.192184,True,0.2592,0.9379,0,0.6884,44.99,Volatile
CD002243_pub5_data.rds,21::8.0,14,-0.092244,-0.023928,0.259403,False,1.5914,0.242229,0.666667,21.0,0.0621,Robust,29.91,0.192184,True,0.4626,0.9379,0.2043,0.6297,55.03,Moderate
CD002243_pub5_data.rds,2::1.0,54,0.27631,-0.142979,0.517457,True,1.3522,0.110033,1.384615,39.0,0.002,Robust,0.0,-0.142101,True,0.9971,0.998,0.3239,0.7587,78.14,Stable
CD002243_pub5_data.rds,2::2.0,55,0.223441,-0.149446,0.668838,True,0.9421,0.098225,1.078431,51.0,0.002,Robust,0.0,-0.142101,True,0.9975,0.998,0.529,0.8344,84.79,Stable
CD002243_pub5_data.rds,2::3.0,46,0.250516,-0.128796,0.514124,True,1.5849,0.110865,1.277778,36.0,0.002,Robust,0.0,-0.142101,True,0.9905,0.998,0.2076,0.7571,75.0,Stable
CD002243_pub5_data.rds,2::4.0,25,-0.940638,-0.151745,0.161321,False,0.732,0.496183,1.0,25.0,0.002,Robust,0.0,-0.142101,True,0.8176,0.998,0.634,0.5807,76.94,Stable
CD002243_pub5_data.rds,3::1.0,29,-0.940638,-0.146165,0.155389,False,1.2854,0.544878,1.16,25.0,0.0587,Robust,26.56,-0.181975,True,0.8909,0.9413,0.3573,0.5777,70.75,Stable
CD002243_pub5_data.rds,3::3.0,6,-0.350961,-0.083504,0.237929,False,0.8049,0.183967,0.122449,49.0,0.0587,Robust,26.56,-0.181975,True,0.2059,0.9413,0.5976,0.619,57.03,Moderate
CD002243_pub5_data.rds,3::4.0,14,-0.02325,-0.165766,7.129569,False,0.5716,0.05386,0.297872,47.0,0.0587,Robust,26.56,-0.181975,True,0.4626,0.9413,0.7142,0,55.26,Moderate
CD002243_pub5_data.rds,3::5.0,8,-0.236886,-0.185134,0.781531,False,0.4968,0.356746,0.32,25.0,0.0587,Robust,26.56,-0.181975,True,0.2592,0.9413,0.7516,0.8908,67.91,Moderate
CD002243_pub5_data.rds,3::6.0,8,0.23727,0.014795,0.062354,False,0.6769,0.1155,2.666667,3.0,0.0587,Robust,26.56,-0.181975,True,0.2592,0.9413,0.6616,0.5312,58.47,Moderate
CD002243_pub5_data.rds,4::1.0,61,-0.889443,-0.162447,0.182639,False,0.6887,0.357265,1.196078,51.0,0.0722,Robust,32.71,-0.191923,True,0.999,0.9278,0.6557,0.5913,81.38,Stable
CD002243_pub5_data.rds,5::1.0,43,-0.015706,-0.148831,9.476064,False,0.4184,0.111392,0.914894,47.0,0.0811,Robust,37.14,-0.184715,True,0.9852,0.9189,0.7908,0,72.3,Stable
CD002243_pub5_data.rds,5::2.0,23,-0.085212,-0.163273,1.916091,False,0.4296,0.236135,0.638889,36.0,0.0811,Robust,37.14,-0.184715,True,0.7685,0.9189,0.7852,0.542,76.5,Stable
CD002243_pub5_data.rds,6::1.0,43,-0.925266,-0.147981,0.159933,False,0.7633,0.885268,0.86,50.0,0.0091,Robust,0.0,-0.157175,True,0.9852,0.9909,0.6183,0.58,81.39,Stable
CD002243_pub5_data.rds,6::2.0,25,-0.946319,-0.20505,0.216682,False,1.1709,0.473364,1.041667,24.0,0.0091,Robust,0.0,-0.157175,True,0.8176,0.9909,0.4145,0.6083,71.83,Stable
CD002243_pub5_data.rds,7::1.0,62,-0.015706,-0.158116,10.067228,False,0.3641,0.105214,1.319149,47.0,0.0866,Robust,39.0,-0.204266,True,0.9991,0.9134,0.8179,0,73.26,Stable
CD002243_pub5_data.rds,8::1.0,14,0.250516,0.163914,0.654307,False,0.1715,0.098471,0.411765,34.0,0.081,Robust,36.34,-0.206187,True,0.4626,0.919,0.9143,0.8272,76.25,Stable
CD002243_pub5_data.rds,8::2.0,29,-1.118516,-0.13156,0.11762,False,0.8013,0.412204,0.617021,47.0,0.081,Robust,36.34,-0.206187,True,0.8909,0.919,0.5994,0.5588,75.86,Stable
CD002243_pub5_data.rds,8::4.0,16,-0.85485,-0.412406,0.48243,False,0.3151,0.373924,0.313725,51.0,0.081,Robust,36.34,-0.206187,True,0.5374,0.919,0.8425,0.7412,74.98,Stable
CD002243_pub5_data.rds,8::5.0,7,-0.368992,-0.180826,0.490054,False,0.2982,0.1667,2.333333,3.0,0.081,Robust,36.34,-0.206187,True,0.2315,0.919,0.8509,0.745,66.09,Moderate
CD002243_pub5_data.rds,9::1.0,12,-0.50376,-0.196055,0.389183,False,0.3771,0.256187,0.5,24.0,0.0414,Robust,6.89,-0.260415,True,0.3894,0.9586,0.8115,0.6946,69.82,Moderate
CD002243_pub5_data.rds,9::2.0,9,-0.246824,-0.269885,1.093433,False,0.3565,0.308936,0.45,20.0,0.0414,Robust,6.89,-0.260415,True,0.2891,0.9586,0.8217,0.9533,72.25,Stable
CD002290_pub6_data.rds,1::overall,88,-1.893356,-0.684394,0.361471,False,0.4548,0.421166,1.62963,54.0,0.1591,Low Fragility,77.05,-1.007162,True,1.0,0.8409,0.7726,0.6807,83.95,Stable
CD002290_pub6_data.rds,2::overall,68,-2.992362,-0.286207,0.095646,False,0.9362,0.901903,1.259259,54.0,0.1177,Robust,41.53,-0.249202,False,0.9996,0.8823,0.5319,0.5478,76.3,Stable
CD002290_pub6_data.rds,3::overall,46,0.099538,-0.677953,6.810982,True,0.4951,0.8771,0.901961,51.0,0.1119,Robust,50.99,-0.834096,True,0.9905,0.8881,0.7525,0,70.73,Stable
CD002290_pub6_data.rds,4::overall,22,-1.026228,-0.679136,0.661779,False,0.3629,0.428723,0.666667,33.0,0.1451,Robust,64.68,-0.605583,True,0.7408,0.8549,0.8185,0.8309,80.68,Stable
CD002303_pub4_data.rds,1::overall,8,-0.19789,0.552982,2.794393,True,1.228,0.321468,0.333333,24.0,0.4417,Moderate Fragility,90.12,0.496667,False,0.2592,0.5583,0.386,0.1028,33.44,Volatile
CD002303_pub4_data.rds,2::overall,7,-0.13986,-0.324303,2.318775,False,0.2618,0.201093,0.291667,24.0,0.5737,High Fragility,36.52,-0.38848,True,0.2315,0.4263,0.8691,0.3406,46.14,Volatile
CD002971_pub6_data.rds,10::overall,6,-0.020001,0.014695,0.734703,True,192.4058,0.017988,0.75,8.0,0.2111,Low Fragility,0.0,0.014695,False,0.2059,0.7889,0,0.8674,43.24,Volatile
CD002971_pub6_data.rds,14::overall,6,0.290647,0.000628,0.002161,False,0.8548,0.122701,0.75,8.0,0.4854,Moderate Fragility,0.0,0.000628,False,0.2059,0.5146,0.5726,0.5011,43.38,Volatile
CD002971_pub6_data.rds,1::overall,11,-1.132407,-0.634701,0.560488,False,0.2759,0.534011,0.268293,41.0,0.2064,Low Fragility,18.24,-0.717111,True,0.3543,0.7936,0.862,0.7802,67.63,Moderate
CD002971_pub6_data.rds,2::overall,7,-0.021679,0.166841,7.696076,True,0.7002,0.100225,0.368421,19.0,0.2023,Low Fragility,0.0,0.166841,False,0.2315,0.7977,0.6499,0,43.13,Volatile
CD002971_pub6_data.rds,3::overall,9,-0.21664,0.001693,0.007814,True,0.817,0.128352,0.225,40.0,0.358,Moderate Fragility,0.0,0.001693,False,0.2891,0.642,0.5915,0.5039,49.59,Volatile
CD002971_pub6_data.rds,4::overall,9,-0.157631,-0.0551,0.349547,False,0.3887,0.056569,0.191489,47.0,0.2211,Low Fragility,0.0,-0.0551,False,0.2891,0.7789,0.8056,0.6748,61.78,Moderate
CD002971_pub6_data.rds,5::overall,9,-0.156615,-0.098351,0.627979,False,0.1782,0.048462,0.191489,47.0,0.1759,Low Fragility,0.0,-0.098351,False,0.2891,0.8241,0.9109,0.814,68.33,Moderate
CD003216_pub3_data.rds,1::overall,26,1.607055,0.006664,0.004147,False,4.0903,1.520631,0.509804,51.0,0.0914,Robust,30.89,0.0591,False,0.8389,0.9086,0,0.5021,57.92,Moderate
CD003216_pub3_data.rds,2::overall,15,-0.233588,0.274267,1.174146,True,0.5358,0.742327,0.3,50.0,0.1243,Robust,0.0,0.274267,False,0.5,0.8757,0.7321,0.9129,73.45,Stable
CD003216_pub3_data.rds,3::overall,9,0.178958,0.106998,0.597894,False,0.1829,0.054361,0.75,12.0,0.1692,Low Fragility,0.0,0.106998,False,0.2891,0.8308,0.9085,0.7989,68.13,Moderate
CD003218_pub3_data.rds,5::overall,6,0.0,0.022895,,False,1.0084,0.02752,0.4,15.0,0.2134,Low Fragility,0.0,0.022895,False,0.2059,0.7866,0.4958,0.5,48.24,Volatile
CD003331_pub6_data.rds,1::overall,36,-0.083979,-0.095195,1.13356,False,2.9165,0.306404,1.384615,26.0,0.0121,Robust,0.0,-0.095195,False,0.9589,0.9879,0,0.9332,72.13,Stable
CD003331_pub6_data.rds,2::overall,8,-0.518442,-0.121957,0.235237,False,0.677,0.379077,0.380952,21.0,0.3223,Moderate Fragility,34.46,-0.239872,False,0.2592,0.6777,0.6615,0.6176,53.61,Moderate
CD003331_pub6_data.rds,3::overall,24,-1.590153,-0.532873,0.335108,False,0.4465,0.837119,1.043478,23.0,0.0703,Robust,27.1,-0.525472,True,0.7941,0.9297,0.7768,0.6676,79.84,Stable
CD003331_pub6_data.rds,4::overall,8,-0.537897,-0.179687,0.334054,False,0.6585,0.425902,0.380952,21.0,0.4989,Moderate Fragility,77.99,-0.487858,False,0.2592,0.5011,0.6707,0.667,50.41,Moderate
CD003331_pub6_data.rds,5::overall,10,-0.488584,-0.289821,0.593185,False,0.5679,0.627701,0.434783,23.0,0.2314,Low Fragility,11.28,-0.330419,False,0.3208,0.7686,0.7161,0.7966,62.67,Moderate
CD003331_pub6_data.rds,6::overall,6,-0.673473,-0.148809,0.220957,False,0.4428,0.615004,0.285714,21.0,0.4386,Moderate Fragility,42.86,-0.479743,False,0.2059,0.5614,0.7786,0.6105,51.89,Moderate
CD003331_pub6_data.rds,7::overall,22,0.09474,-0.000177,0.00187,True,1.2444,0.033211,1.0,22.0,0.165,Low Fragility,0.0,-0.000177,False,0.7408,0.835,0.3778,0.5009,62.56,Moderate
CD003331_pub6_data.rds,8::overall,36,-0.011342,-0.097525,8.598594,False,0.396,0.121389,1.636364,22.0,0.0026,Robust,0.0,-0.126769,False,0.9589,0.9974,0.802,0,73.75,Stable
CD003357_pub5_data.rds,1::overall,9,0.549059,0.788546,1.436177,False,0.2206,0.377388,0.529412,17.0,0.3027,Moderate Fragility,61.53,0.720189,True,0.2891,0.6973,0.8897,0.7819,63.98,Moderate
