review,analysis,k_total,early_effect,midpoint_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,early_year,final_year
CD000028_pub4_data.rds,1::1.0,12,-0.060016,-0.189476,-0.19015,3.168305,False,0.4126,0.093676,1986,1993
CD000028_pub4_data.rds,1::2.0,10,1.404387,0.051095,0.159884,0.113846,False,1.2174,0.679978,1986,1999
CD000028_pub4_data.rds,1::nan,12,0.198748,-0.083284,-0.094319,0.474563,True,3.464,0.171015,1981,1999
CD000028_pub4_data.rds,2::1.0,21,-0.278506,-0.437977,-0.427394,1.534596,False,0.1734,0.074544,1985,1999
CD000028_pub4_data.rds,2::2.0,18,-0.109558,-0.362658,-0.271749,2.480423,False,0.4282,0.127217,1986,1999
CD000028_pub4_data.rds,3::1.0,11,-0.372932,-0.459652,-0.445631,1.194939,False,0.1046,0.134716,1986,1993
CD000028_pub4_data.rds,3::2.0,9,-1.654167,-0.670028,-0.56369,0.34077,False,0.4472,0.779047,1986,1999
CD000028_pub4_data.rds,3::nan,14,-0.674839,-0.366661,-0.383038,0.5676,False,0.2044,0.174193,1981,1999
CD000028_pub4_data.rds,4::1.0,10,-0.135175,-0.25902,-0.272303,2.014438,False,0.2219,0.082369,1986,1993
CD000028_pub4_data.rds,4::2.0,8,0.428217,-0.35101,-0.170535,0.398244,True,1.6848,0.728699,1986,1993
CD000028_pub4_data.rds,4::nan,12,-0.387335,-0.451414,-0.450618,1.163379,False,0.0928,0.062388,1981,1999
CD000028_pub4_data.rds,5::nan,12,-0.241132,-0.272418,0.018085,0.074999,True,1.6072,0.428645,1985,1993
CD000143_pub2_data.rds,1::overall,47,-3.563478,-0.650757,-0.723199,0.202948,False,0.7337,0.749347,1982,2005
CD000143_pub2_data.rds,2::overall,23,-1.845827,-0.621378,-0.177504,0.096165,False,0.8348,0.736542,1982,2005
CD000219_pub5_data.rds,1::overall,27,0.150835,-0.354187,-0.388865,2.57808,True,0.3362,0.361089,1981,2021
CD000219_pub5_data.rds,2::overall,11,0.684983,0.457652,0.578195,0.844101,False,0.1837,0.261765,1991,2021
CD000219_pub5_data.rds,3::overall,14,0.005994,-0.299913,-0.264665,44.155243,True,0.4208,0.305764,1985,2014
CD000219_pub5_data.rds,4::overall,7,-0.60827,-0.934542,-0.741655,1.219285,False,0.1462,0.216759,2007,2021
CD000219_pub5_data.rds,5::overall,6,-0.517358,-0.42238,-0.269748,0.521396,False,0.3177,0.283067,1991,2021
CD000219_pub5_data.rds,6::overall,6,-0.054478,-0.091858,-0.09906,1.818327,False,0.6239,0.09007,1985,2011
CD000478_pub5_data.rds,1::overall,32,-0.449532,-0.759165,-0.851654,1.894536,False,0.1285,0.075817,1992,2023
CD000478_pub5_data.rds,2::overall,6,0.795771,0.752202,0.469377,0.589839,False,0.1872,0.282826,2000,2022
CD000547_pub3_data.rds,10::overall,43,-0.427335,-0.018366,0.374346,0.876003,True,21.1273,0.407501,1994,2020
CD000547_pub3_data.rds,1::overall,28,0.222234,0.121916,0.065589,0.295137,False,0.4073,0.110689,1990,2017
CD000547_pub3_data.rds,3::overall,24,-0.08851,0.023055,-0.007209,0.081444,False,1.2005,0.189717,1989,2021
CD000547_pub3_data.rds,4::overall,9,-0.351802,-0.143814,2.56126,7.280402,True,1.4356,2.097288,1993,2020
CD000547_pub3_data.rds,5::overall,25,-0.06781,-0.247805,-0.430564,6.349558,False,0.2989,0.276246,1990,2012
CD000547_pub3_data.rds,6::overall,17,-0.498733,-0.692315,-0.733435,1.470597,False,0.1131,0.244323,1994,2021
CD000547_pub3_data.rds,7::overall,63,0.257687,0.79122,0.49356,1.915349,False,0.2274,0.529419,1995,2021
CD000547_pub3_data.rds,8::overall,57,2.291705,0.477167,0.538934,0.235167,False,0.6233,0.465453,1994,2020
CD001155_pub3_data.rds,1::overall,175,0.67515,-0.29891,-0.305683,0.452763,True,0.4515,1.185233,1995,2017
CD001155_pub3_data.rds,2::overall,478,-0.242148,-0.146745,-0.078284,0.32329,False,0.2536,0.028438,1996,2017
CD001155_pub3_data.rds,3::overall,75,-0.70968,-0.2871,-0.320931,0.45222,False,0.39,0.12904,1996,2018
CD001155_pub3_data.rds,4::overall,70,-0.031253,-0.149047,-0.160661,5.140733,False,0.7918,0.594314,1995,2018
CD001155_pub3_data.rds,5::overall,32,0.032261,-0.701795,-0.647115,20.058826,True,0.4275,0.993832,1995,2014
CD001155_pub3_data.rds,6::overall,35,-0.248785,-0.013432,0.017997,0.07234,True,2.2003,0.148267,1997,2018
CD001155_pub3_data.rds,7::overall,18,-0.103161,0.015169,-0.052198,0.505989,False,3.9185,0.103355,1998,2018
CD001155_pub3_data.rds,8::overall,19,0.057938,0.015947,0.009775,0.16872,False,0.61,0.030616,1998,2014
CD001155_pub3_data.rds,9::overall,9,0.084867,-0.020685,0.062398,0.735241,False,20.166,0.171684,1998,2014
CD001321_pub7_data.rds,1::overall,103,-1.196351,-0.239074,-0.343611,0.287215,False,0.6186,0.150522,2001,2020
CD001321_pub7_data.rds,2::overall,30,-0.857707,-0.179403,-0.364206,0.424627,False,0.8727,0.529092,2005,2020
CD001321_pub7_data.rds,3::overall,8,-0.130427,-0.089756,-0.030277,0.232133,False,1.0075,0.151988,2002,2021
CD001321_pub7_data.rds,5::overall,10,0.212131,0.234604,0.314399,1.482097,False,0.4812,0.21295,2011,2021
CD001396_pub4_data.rds,10::overall,16,0.671685,0.956716,0.99425,1.480232,False,0.1501,0.25985,1995,2015
CD001396_pub4_data.rds,11::overall,13,0.192194,1.194994,1.186649,6.174217,False,0.2718,0.983813,1996,2005
CD001396_pub4_data.rds,12::overall,19,0.259663,0.754324,0.721878,2.780057,False,0.247,0.227256,2001,2015
CD001396_pub4_data.rds,13::overall,10,1.210438,1.115701,0.872399,0.72073,False,0.1657,0.248746,1999,2013
CD001396_pub4_data.rds,14::overall,26,0.693513,0.387766,0.232957,0.335909,False,0.3944,0.166001,1995,2015
CD001396_pub4_data.rds,15::overall,8,-0.052088,-0.315841,-0.333554,6.403674,False,0.4059,0.156941,1999,2015
CD001396_pub4_data.rds,16::overall,7,-0.376914,-0.245413,-0.199729,0.529906,False,0.2418,0.099614,1997,2015
CD001396_pub4_data.rds,18::overall,7,0.022477,-0.134839,-0.179512,7.98642,True,0.8943,0.124903,1999,2015
CD001396_pub4_data.rds,19::overall,30,1.471223,0.859939,0.84568,0.574814,False,0.2473,0.232798,1995,2015
CD001396_pub4_data.rds,1::overall,49,-0.621997,-0.235611,-0.331326,0.53268,False,0.8942,0.499362,1995,2020
CD001396_pub4_data.rds,20::overall,18,0.016987,-0.05904,-0.044848,2.640082,True,9.9006,0.109677,1996,2020
CD001396_pub4_data.rds,2::overall,56,1.75651,0.956635,0.949104,0.540335,False,0.165,0.755609,1995,2015
CD001396_pub4_data.rds,3::overall,29,0.300185,0.783191,0.688758,2.294444,False,0.1666,0.515356,1995,2020
CD001396_pub4_data.rds,4::overall,23,1.076329,1.217393,0.840376,0.78078,False,0.1208,0.283843,1997,2008
CD001396_pub4_data.rds,5::overall,14,1.120519,0.608067,0.417546,0.372636,False,0.3332,0.492352,1995,2015
CD001396_pub4_data.rds,6::overall,21,1.710808,0.809386,0.673085,0.393431,False,0.338,0.248609,1995,2015
CD001396_pub4_data.rds,7::overall,8,1.566706,1.656651,1.682567,1.073952,False,0.0354,0.105339,2001,2005
CD001396_pub4_data.rds,8::overall,14,1.819369,1.659861,1.181796,0.649564,False,0.1035,0.414352,1999,2015
CD001396_pub4_data.rds,9::overall,16,0.665337,1.002704,0.776206,1.166636,False,0.1454,0.329712,1995,2015
CD001431_pub6_data.rds,1::overall,437,0.606875,0.299598,0.240284,0.395936,False,0.3103,0.557018,1997,2022
CD001431_pub6_data.rds,2::overall,377,-0.281807,0.280929,0.139441,0.494811,True,0.5196,0.226693,1997,2022
CD001431_pub6_data.rds,3::overall,353,0.193066,0.462578,0.498807,2.583602,False,0.3066,1.222146,1997,2022
CD001431_pub6_data.rds,4::overall,136,-0.189935,0.520207,0.366164,1.927836,True,0.5471,0.264105,1998,2022
CD001431_pub6_data.rds,5::overall,116,-0.330222,-0.029034,0.038436,0.116395,True,8.6857,0.168664,1997,2022
CD001431_pub6_data.rds,6::overall,60,-0.003377,0.392352,0.276397,81.84613,True,0.4526,0.215223,2001,2021
CD001533_pub7_data.rds,1::overall,43,-1.169547,-0.753739,-0.327308,0.279859,False,0.3773,0.446573,1982,2023
CD001533_pub7_data.rds,2::overall,47,0.412659,-0.739216,-0.543377,1.31677,True,0.4191,0.538014,1985,2022
CD001533_pub7_data.rds,3::overall,30,-0.042602,-0.471693,-0.238577,5.600182,False,0.3792,0.266066,1988,2023
CD001533_pub7_data.rds,4::overall,27,-1.273596,-0.84281,-0.683575,0.536728,False,0.2009,0.279331,1995,2023
CD001533_pub7_data.rds,5::overall,68,-0.57598,-0.101782,-0.128268,0.222695,False,1.1949,0.905316,1988,2022
CD001552_pub3_data.rds,10::overall,6,-2.292303,-1.48349,-1.558547,0.679904,False,0.1962,0.742461,2005,2017
CD001552_pub3_data.rds,1::overall,10,0.310797,0.280435,0.273151,0.878872,False,0.2759,0.234636,2006,2020
CD001552_pub3_data.rds,2::overall,13,1.960478,1.282457,0.770468,0.393,False,0.2952,0.70768,2005,2020
CD001552_pub3_data.rds,3::overall,11,0.267958,0.224039,-0.010621,0.039636,True,0.8013,0.208681,2006,2020
CD001552_pub3_data.rds,4::overall,8,0.264395,0.259365,0.186983,0.707211,False,0.2257,0.11149,2006,2018
CD001552_pub3_data.rds,5::overall,8,0.326012,0.300153,0.224725,0.689315,False,0.2037,0.095924,2006,2017
CD001552_pub3_data.rds,6::overall,8,0.312217,-0.97118,-0.759783,2.433508,True,1.2434,1.547713,2006,2018
CD001703_pub4_data.rds,13::overall,6,-0.853036,-0.506429,-0.424571,0.497718,False,0.2675,0.216575,2009,2016
CD001703_pub4_data.rds,1::overall,8,-0.47445,-0.40057,-0.075901,0.159977,False,0.4192,0.269577,2009,2020
CD001703_pub4_data.rds,25::overall,18,-0.996599,0.416526,0.433867,0.435348,True,0.9552,1.636256,1999,2020
CD001703_pub4_data.rds,26::overall,10,-0.260988,0.28936,0.27698,1.061276,True,2.1715,0.361488,2009,2020
CD001703_pub4_data.rds,27::overall,22,1.10224,1.059612,0.925333,0.839503,False,0.162,0.607223,1990,2020
CD001703_pub4_data.rds,2::overall,16,0.187061,-0.212355,-0.141586,0.756899,True,4.44,0.115794,1999,2020
CD001703_pub4_data.rds,4::overall,6,-0.831127,-0.483526,-0.405456,0.487839,False,0.2766,0.224468,2009,2016
CD001797_pub4_data.rds,1::overall,8,0.517686,1.102652,1.217793,2.352378,False,0.2676,0.868048,1996,2012
CD001797_pub4_data.rds,4::overall,7,-0.09005,-0.117689,-0.13019,1.445752,False,0.1587,0.057574,1996,2012
CD001837_pub4_data.rds,1::overall,110,0.797535,0.275231,0.284204,0.356352,False,0.3176,0.081463,1991,2022
CD001837_pub4_data.rds,2::overall,20,0.228355,0.278115,0.239165,1.047339,False,0.3377,0.248964,1996,2022
CD001837_pub4_data.rds,3::overall,7,0.196772,0.322608,0.335917,1.70714,False,0.2228,0.184825,2014,2022
CD001837_pub4_data.rds,4::overall,7,0.534481,0.308747,0.248697,0.465305,False,0.3165,0.182026,2014,2022
CD001909_pub4_data.rds,1::overall,51,1.096352,0.799602,0.628484,0.57325,False,0.2386,0.389666,1989,2010
CD001909_pub4_data.rds,2::overall,25,0.63403,0.427437,0.226102,0.356611,False,0.2998,0.44053,1989,2010
CD001909_pub4_data.rds,3::overall,24,1.05175,0.653831,0.898699,0.85448,False,0.271,0.72427,1989,2010
CD001909_pub4_data.rds,4::overall,12,-0.000463,0.643148,0.668293,1442.687804,True,0.3641,0.577875,1990,2007
CD001909_pub4_data.rds,5::overall,13,0.332463,0.393352,0.372786,1.121287,False,1.5994,0.691253,1990,2010
CD001920_pub4_data.rds,10::overall,16,0.090038,0.041545,0.039451,0.438155,False,0.4858,0.055445,2003,2021
CD001920_pub4_data.rds,1::overall,215,-0.237555,-0.015645,-0.04291,0.180633,False,0.7616,0.060005,1993,2022
CD001920_pub4_data.rds,2::overall,273,-0.165387,-0.060197,-0.061214,0.370123,False,0.272,0.041538,1992,2022
CD001920_pub4_data.rds,3::overall,205,-0.227866,-0.03221,-0.047917,0.210284,False,0.4167,0.057552,1993,2022
CD001920_pub4_data.rds,4::overall,242,-0.142418,-0.020546,-0.046878,0.329156,False,0.5054,0.044861,1992,2022
CD001920_pub4_data.rds,5::overall,140,-0.104027,-0.086035,-0.219155,2.106715,False,0.7149,0.121056,1997,2022
CD001920_pub4_data.rds,6::overall,166,-0.175298,0.076299,0.145572,0.830427,True,1.914,0.125091,1995,2022
CD001920_pub4_data.rds,7::overall,123,0.016492,-0.039056,-0.048684,2.951978,True,0.3692,0.057578,1993,2022
CD001920_pub4_data.rds,8::overall,15,0.151027,0.046668,0.128257,0.849231,False,0.4672,0.060956,2003,2020
CD001920_pub4_data.rds,9::overall,12,0.067866,0.043572,0.028985,0.427088,False,0.3615,0.020458,2005,2020
CD002042_pub6_data.rds,10::1.0,20,-0.12866,0.026478,0.067789,0.526887,True,3.5878,0.076827,2011,2023
CD002042_pub6_data.rds,10::2.0,13,-0.16286,-0.274852,-0.270346,1.659984,False,0.1867,0.113646,1997,2018
CD002042_pub6_data.rds,11::1.0,27,-0.265847,-0.161915,0.014522,0.054627,True,0.6702,0.071031,1999,2023
CD002042_pub6_data.rds,12::nan,25,-0.110412,-0.137202,0.038864,0.351993,True,0.7701,0.156198,1997,2023
CD002042_pub6_data.rds,13::nan,15,-0.78005,-0.341969,-0.173293,0.222156,False,0.4768,0.439168,1999,2020
CD002042_pub6_data.rds,14::nan,8,-0.060203,0.120498,0.115227,1.913976,True,1.1751,0.070318,2014,2020
CD002042_pub6_data.rds,15::1.0,6,-0.286163,-0.061886,0.031421,0.109802,True,1.1563,0.202203,2014,2023
CD002042_pub6_data.rds,15::3.0,8,-0.203447,-0.060758,0.04218,0.207327,True,1.0666,0.103436,2013,2023
CD002042_pub6_data.rds,17::nan,27,-1.25946,0.169945,0.095984,0.076211,True,4.2459,0.497045,1999,2023
CD002042_pub6_data.rds,18::nan,17,-0.545098,-0.239205,-0.111615,0.204761,False,0.5961,0.369463,2007,2023
CD002042_pub6_data.rds,19::nan,22,0.192661,-0.328293,-0.101659,0.527659,True,1.0871,0.240743,1999,2023
CD002042_pub6_data.rds,1::nan,44,-3.440183,-1.594266,-1.483304,0.43117,False,0.3234,1.685836,1992,2023
CD002042_pub6_data.rds,20::nan,27,0.042715,-0.103587,0.041483,0.971176,False,3.2177,0.108278,1999,2023
CD002042_pub6_data.rds,21::nan,17,-0.025574,-0.11239,-0.025869,1.011523,False,0.3908,0.077633,2007,2023
CD002042_pub6_data.rds,22::nan,13,0.241158,0.050803,0.076138,0.31572,False,0.5844,0.204706,2009,2023
CD002042_pub6_data.rds,23::nan,7,0.414484,0.475066,0.108418,0.261573,False,0.5567,0.387392,2012,2019
CD002042_pub6_data.rds,24::nan,8,-0.318457,-0.154808,-0.045714,0.143547,False,0.5525,0.14957,2013,2023
CD002042_pub6_data.rds,26::nan,11,-0.466207,-0.356084,-0.02574,0.055211,False,0.8474,0.348433,2013,2019
CD002042_pub6_data.rds,27::nan,15,-0.347336,-0.276703,-0.284101,0.817944,False,0.1553,0.09381,2011,2023
CD002042_pub6_data.rds,28::nan,11,-0.026807,-0.195231,-0.058963,2.199556,False,0.6671,0.332874,2011,2023
CD002042_pub6_data.rds,2::1.0,9,-0.692866,-1.619527,-1.066453,1.539192,False,0.2316,0.556097,2007,2018
CD002042_pub6_data.rds,2::3.0,12,-0.764072,-1.652697,-1.667872,2.182874,False,0.3253,1.583793,2005,2020
CD002042_pub6_data.rds,2::4.0,7,-4.082628,-1.914482,-1.328081,0.325301,False,0.4817,1.944551,2013,2017
CD002042_pub6_data.rds,30::nan,12,0.289635,-0.00684,0.006507,0.022465,False,5.0964,0.482009,2013,2023
CD002042_pub6_data.rds,31::nan,6,0.190975,0.040802,0.065752,0.344295,False,0.5727,0.154991,2014,2017
CD002042_pub6_data.rds,32::nan,10,0.361727,0.140763,0.186229,0.514834,False,0.3174,0.110719,2010,2020
CD002042_pub6_data.rds,33::nan,11,-0.660189,-0.813975,-0.770887,1.167676,False,0.1764,0.329206,2013,2023
CD002042_pub6_data.rds,34::nan,7,-1.563852,-1.188873,-0.862757,0.551687,False,0.3339,0.620369,2014,2023
CD002042_pub6_data.rds,3::1.0,27,-3.431059,-2.120682,-1.53616,0.447722,False,0.3801,2.937768,1998,2023
CD002042_pub6_data.rds,3::2.0,6,-0.545058,-1.570466,-1.562909,2.867416,False,0.4638,0.966399,2014,2016
CD002042_pub6_data.rds,4::1.0,16,-2.941326,-2.418985,-1.283939,0.436517,False,0.3072,1.48723,2012,2020
CD002042_pub6_data.rds,4::2.0,19,-3.440183,-0.997812,-1.33346,0.387613,False,0.4323,2.033463,1992,2021
CD002042_pub6_data.rds,6::nan,33,-0.16286,-0.163348,0.003813,0.023411,True,0.6427,0.113646,1997,2023
CD002042_pub6_data.rds,7::1.0,17,-0.223987,-0.097707,-0.033819,0.150985,False,0.6254,0.099847,2007,2020
CD002042_pub6_data.rds,7::2.0,17,-0.276523,-0.088887,-0.052229,0.188878,False,1.7306,0.292718,1998,2021
CD002042_pub6_data.rds,8::3.0,8,-0.361675,-0.110139,0.044663,0.123489,True,17.6261,0.823197,2005,2020
CD002042_pub6_data.rds,8::4.0,7,-0.284547,-0.100641,-0.012553,0.044117,False,0.862,0.116166,2013,2017
CD002042_pub6_data.rds,9::3.0,8,-0.361675,-0.110139,0.044663,0.123489,True,17.6261,0.823197,2005,2020
CD002042_pub6_data.rds,9::4.0,7,-0.284547,-0.100641,-0.012553,0.044117,False,0.862,0.116166,2013,2017
CD002052_pub4_data.rds,3::nan,6,-0.084617,-0.43335,-0.102407,1.21025,False,0.6777,0.330943,1999,2020
CD002112_pub2_data.rds,1::1.0,16,-0.224976,-0.07855,-0.040618,0.180545,False,0.5108,0.084191,1984,2013
CD002112_pub2_data.rds,1::2.0,19,0.0,-0.284561,-0.235996,,False,0.3158,0.159001,1984,2016
CD002112_pub2_data.rds,1::3.0,12,-0.221252,-0.190377,-0.20965,0.947562,False,0.2576,0.147732,1993,2014
CD002112_pub2_data.rds,1::4.0,6,-0.297562,-0.389128,-0.323955,1.088699,False,0.1997,0.194589,1998,2008
CD002112_pub2_data.rds,2::1.0,25,0.874289,0.303935,0.27829,0.318305,False,0.7733,0.356303,1997,2017
CD002112_pub2_data.rds,2::2.0,21,0.077135,0.365207,0.832105,10.787669,False,0.8831,0.766386,1995,2021
CD002112_pub2_data.rds,2::3.0,14,0.924606,0.973447,1.106811,1.197062,False,0.1023,0.31875,1997,2019
CD002112_pub2_data.rds,2::4.0,6,-0.219228,-0.02955,-0.060103,0.274156,False,0.6487,0.144358,1998,2022
CD002112_pub2_data.rds,2::nan,15,-0.139634,-0.150011,-0.022329,0.15991,False,0.7138,0.254434,2005,2020
CD002112_pub2_data.rds,3::1.0,11,-0.116411,-0.473691,-0.107083,0.919872,False,0.4929,0.656964,1984,2015
CD002112_pub2_data.rds,3::nan,6,-0.404492,-0.34085,-0.530175,1.310718,False,0.2016,0.189324,2010,2015
CD002112_pub2_data.rds,4::1.0,12,0.183896,0.112441,0.351939,1.913786,False,0.4154,0.108851,2000,2014
CD002112_pub2_data.rds,4::nan,8,-0.534902,-0.84356,-0.134442,0.25134,False,0.5426,0.645691,1997,2014
CD002115_pub6_data.rds,11::overall,7,-0.676461,-0.599625,-0.511102,0.755553,False,0.1025,0.05161,2018,2022
CD002115_pub6_data.rds,2::overall,13,-0.026108,0.973742,1.288582,49.355027,True,0.3424,1.124066,2011,2023
CD002115_pub6_data.rds,3::overall,7,0.008972,0.044941,-0.024113,2.687479,True,2.1376,0.039019,2014,2023
CD002115_pub6_data.rds,6::overall,7,-0.277079,-0.108755,-0.059052,0.213123,False,0.5476,0.112289,2018,2023
CD002122_pub3_data.rds,1::1.0,15,-0.193883,-0.273371,-0.273371,1.409978,False,0.519,0.237428,2006,2023
CD002122_pub3_data.rds,1::2.0,14,0.019109,-0.004067,-0.212249,11.107266,True,1.1411,0.208182,2006,2023
CD002122_pub3_data.rds,1::3.0,12,-1.321586,-0.399528,-0.399528,0.30231,False,0.5569,0.906137,2006,2023
CD002122_pub3_data.rds,1::4.0,9,-0.231862,-0.231862,-0.231862,1.0,False,0.0,0.0,2009,2022
CD002122_pub3_data.rds,1::5.0,9,-0.450755,-0.262902,-0.262902,0.583247,False,0.272,0.187854,2006,2016
CD002122_pub3_data.rds,2::1.0,13,-0.265145,0.177312,0.289309,1.091137,True,2.1694,0.250057,2006,2023
CD002122_pub3_data.rds,2::2.0,10,-2.018514,-0.696168,-0.401834,0.199074,False,0.6466,0.766124,2005,2023
CD002122_pub3_data.rds,2::3.0,9,2.528461,0.912986,0.984805,0.389488,False,0.4688,1.056672,2006,2023
CD002122_pub3_data.rds,2::4.0,9,-3.062118,-1.80344,-1.136295,0.371081,False,0.3238,1.066489,2006,2023
CD002122_pub3_data.rds,2::5.0,7,0.037534,0.164927,0.029357,0.782148,False,0.6235,0.138195,2009,2023
CD002122_pub3_data.rds,2::6.0,7,-1.058835,-0.060675,-0.046581,0.043992,False,1.0789,1.002577,2006,2021
CD002122_pub3_data.rds,3::1.0,9,0.027761,-0.074445,-0.015418,0.555374,True,3.5622,0.361179,2001,2022
CD002122_pub3_data.rds,3::2.0,8,0.091115,-0.180759,0.027186,0.298368,False,19.7343,0.154703,2001,2022
CD002122_pub3_data.rds,3::3.0,7,-1.392592,-1.095866,-0.292694,0.210179,False,0.374,0.803172,2002,2022
CD002122_pub3_data.rds,7::1.0,7,1.016082,0.245508,0.286247,0.281716,False,0.5906,0.502969,2010,2018
CD002122_pub3_data.rds,7::11.0,8,-1.05339,-1.27643,-1.590543,1.509929,False,0.14,0.275405,2009,2021
CD002122_pub3_data.rds,7::12.0,7,-0.492247,-0.342127,-0.253023,0.514017,False,0.2102,0.135218,2012,2021
CD002122_pub3_data.rds,7::3.0,7,1.501739,1.589621,1.794198,1.194747,False,0.0648,0.234231,2009,2021
CD002122_pub3_data.rds,7::6.0,7,0.704871,1.048895,1.105721,1.568685,False,0.1506,0.254387,2012,2022
CD002203_pub5_data.rds,10::overall,6,-1.95076,-0.896087,-0.886692,0.454537,False,0.3449,0.663382,2007,2021
CD002203_pub5_data.rds,1::overall,23,-0.081646,0.023052,-0.003282,0.040197,False,10.4679,0.024033,2002,2020
CD002203_pub5_data.rds,2::overall,13,-0.02926,0.025763,0.032311,1.104275,True,1.6884,0.015531,2002,2010
CD002203_pub5_data.rds,3::overall,13,0.499491,0.925346,0.771186,1.543943,False,0.1484,0.205711,2003,2020
CD002203_pub5_data.rds,5::overall,51,1.146013,0.080023,-0.165474,0.144391,True,2.9104,0.536118,2003,2020
CD002203_pub5_data.rds,7::overall,7,-0.736707,-0.466658,-0.283604,0.384962,False,0.3937,0.248285,2007,2020
CD002243_pub5_data.rds,10::nan,15,-0.418877,-0.089056,-0.036951,0.088214,False,1.779,0.326157,2007,2023
CD002243_pub5_data.rds,11::nan,40,-0.925266,-0.230368,-0.15338,0.165768,False,0.6365,0.336485,1984,2023
CD002243_pub5_data.rds,12::nan,13,-0.400272,-0.120888,-0.144963,0.362161,False,0.4622,0.225079,2007,2023
CD002243_pub5_data.rds,13::nan,24,-0.748105,-0.218799,-0.15157,0.202605,False,0.6229,0.375403,1999,2022
CD002243_pub5_data.rds,14::nan,25,-0.077367,-0.166087,-0.086403,1.11679,False,0.3138,0.105498,1999,2023
CD002243_pub5_data.rds,15::nan,10,-0.306575,-0.358981,-0.254332,0.829593,False,0.1322,0.139097,1999,2015
CD002243_pub5_data.rds,16::nan,31,-0.081318,-0.108828,-0.019433,0.238979,False,0.4746,0.121723,2002,2023
CD002243_pub5_data.rds,17::nan,9,-0.415493,-0.519735,-0.359372,0.86493,False,0.1119,0.122592,2002,2015
CD002243_pub5_data.rds,18::nan,18,0.10449,0.622988,0.755941,7.23461,False,0.3592,0.226638,1998,2020
CD002243_pub5_data.rds,19::nan,16,1.137087,0.267076,0.285492,0.251073,False,0.5342,0.668487,1999,2022
CD002243_pub5_data.rds,1::nan,75,-0.925266,-0.132684,-0.153764,0.166183,False,0.6757,0.885268,1984,2023
CD002243_pub5_data.rds,20::nan,17,0.022621,-0.095577,-0.066852,2.955297,True,0.8254,0.084328,2006,2023
CD002243_pub5_data.rds,21::1.0,32,0.192745,0.242462,-0.012717,0.065981,True,0.586,0.112362,1987,2023
CD002243_pub5_data.rds,21::2.0,36,0.029909,0.030024,-0.023827,0.796659,True,4.4783,0.210325,1987,2023
CD002243_pub5_data.rds,21::3.0,29,0.40359,0.636259,0.589215,1.459934,False,0.2112,0.231267,1987,2022
CD002243_pub5_data.rds,21::4.0,12,0.648337,0.690081,0.496211,0.76536,False,0.106,0.111113,2008,2023
CD002243_pub5_data.rds,21::5.0,7,-0.530845,0.231496,0.189438,0.356862,True,4.3708,0.742467,2008,2022
CD002243_pub5_data.rds,21::6.0,10,0.063935,-0.322243,-0.079154,1.238049,True,8.6057,0.826386,2010,2022
CD002243_pub5_data.rds,21::7.0,8,0.362511,-0.123322,-0.136566,0.376723,True,4.2941,0.572217,2014,2023
CD002243_pub5_data.rds,21::8.0,14,-0.092244,0.222122,-0.023928,0.259403,False,1.5914,0.242229,2011,2023
CD002243_pub5_data.rds,2::1.0,54,0.27631,-0.088626,-0.142979,0.517457,True,1.3522,0.110033,1987,2023
CD002243_pub5_data.rds,2::2.0,55,0.223441,-0.066531,-0.149446,0.668838,True,0.9421,0.098225,1987,2023
CD002243_pub5_data.rds,2::3.0,46,0.250516,-0.07538,-0.128796,0.514124,True,1.5849,0.110865,1988,2023
CD002243_pub5_data.rds,2::4.0,25,-0.940638,-0.165788,-0.151745,0.161321,False,0.732,0.496183,1999,2023
CD002243_pub5_data.rds,3::1.0,29,-0.940638,-0.121527,-0.146165,0.155389,False,1.2854,0.544878,1999,2023
CD002243_pub5_data.rds,3::3.0,6,-0.350961,-0.018582,-0.083504,0.237929,False,0.8049,0.183967,2010,2021
CD002243_pub5_data.rds,3::4.0,14,-0.02325,-0.091082,-0.165766,7.129569,False,0.5716,0.05386,1987,2023
CD002243_pub5_data.rds,3::5.0,8,-0.236886,-0.410466,-0.185134,0.781531,False,0.4968,0.356746,2011,2021
CD002243_pub5_data.rds,3::6.0,8,0.23727,0.06654,0.014795,0.062354,False,0.6769,0.1155,2020,2023
CD002243_pub5_data.rds,4::1.0,61,-0.889443,-0.176959,-0.162447,0.182639,False,0.6887,0.357265,1999,2023
CD002243_pub5_data.rds,5::1.0,43,-0.015706,-0.085397,-0.148831,9.476064,False,0.4184,0.111392,1987,2023
CD002243_pub5_data.rds,5::2.0,23,-0.085212,-0.302097,-0.163273,1.916091,False,0.4296,0.236135,2005,2023
CD002243_pub5_data.rds,6::1.0,43,-0.925266,-0.206112,-0.147981,0.159933,False,0.7633,0.885268,1984,2022
CD002243_pub5_data.rds,6::2.0,25,-0.946319,-0.10423,-0.20505,0.216682,False,1.1709,0.473364,2005,2023
CD002243_pub5_data.rds,7::1.0,62,-0.015706,-0.147041,-0.158116,10.067228,False,0.3641,0.105214,1987,2023
CD002243_pub5_data.rds,8::1.0,14,0.250516,0.226656,0.163914,0.654307,False,0.1715,0.098471,1988,2021
CD002243_pub5_data.rds,8::2.0,29,-1.118516,-0.260644,-0.13156,0.11762,False,0.8013,0.412204,1998,2023
CD002243_pub5_data.rds,8::4.0,16,-0.85485,-0.35481,-0.412406,0.48243,False,0.3151,0.373924,2006,2023
