review,k_total,early_effect,final_effect,decay_ratio
CD000028_pub4_data.rds,12,0.198748414226246,-0.0943186993738506,0.474563280119974
CD000028_pub4_data.rds,21,-0.222319505056023,-0.427394028183928,1.92243153868226
CD000028_pub4_data.rds,18,-0.045445841180207,-0.271749092131916,5.97962508944099
CD000028_pub4_data.rds,14,-0.471543772915227,-0.383038404618407,0.81230720586203
CD000028_pub4_data.rds,12,-0.387335419508321,-0.450617756266542,1.16337864695811
CD000028_pub4_data.rds,12,-0.241132487713075,0.0180846227317576,0.0749986984469576
CD000028_pub4_data.rds,12,-0.0378584645351347,-0.190150445880614,5.02266661407104
CD000028_pub4_data.rds,10,1.40438650240697,0.159884286413688,0.113846356497776
CD000028_pub4_data.rds,11,-0.372931914409332,-0.445631027006216,1.19493937039963
CD000028_pub4_data.rds,9,-1.65416742136297,-0.563690174100334,0.340769723076685
CD000028_pub4_data.rds,10,-0.135175445676063,-0.272302613392712,2.01443843614368
CD000028_pub4_data.rds,8,0.428217368072856,-0.170534836251327,0.398243623370064
CD000143_pub2_data.rds,47,-3.56347818757266,-0.723199364276423,0.202947605179266
CD000143_pub2_data.rds,23,-1.84582669049833,-0.177503825842519,0.0961649469889272
CD000219_pub5_data.rds,27,0.150835153380818,-0.388865074044557,2.57807987944811
CD000219_pub5_data.rds,11,0.684983099986538,0.578195209277477,0.844101422777935
CD000219_pub5_data.rds,14,0.00599395657214701,-0.26466460698092,44.1552426673852
CD000478_pub5_data.rds,32,-0.566364481023951,-0.851654384181691,1.50372138916966
CD000547_pub3_data.rds,28,0.22223366935449,0.0655894329313119,0.295137245053038
CD000547_pub3_data.rds,24,-0.0885101883710614,-0.00720866156329725,0.0814444268616441
CD000547_pub3_data.rds,25,-0.0678100377914669,-0.430563744150343,6.34955764918515
CD000547_pub3_data.rds,63,0.257686885687923,0.493560311476194,1.91534897151859
CD000547_pub3_data.rds,57,2.29170509286242,0.538934493151011,0.235167471953323
CD000547_pub3_data.rds,17,-0.498732528476256,-0.733434628201887,1.47059713639032
CD000547_pub3_data.rds,43,-0.427334683974944,0.374346315001092,0.876002648600928
CD000547_pub3_data.rds,9,-0.351802066968528,2.56126046844566,7.28040199000533
CD001155_pub3_data.rds,175,0.675150053135512,-0.305683073551854,0.452763162992005
CD001155_pub3_data.rds,478,-0.24214807375739,-0.0782840214428563,0.3232898789081
CD001155_pub3_data.rds,75,-0.70967960148998,-0.320931459174275,0.452220211064932
CD001155_pub3_data.rds,70,-0.0312525435041042,-0.160660983510041,5.14073305710119
CD001155_pub3_data.rds,32,0.0322608622182212,-0.647115023659928,20.0588260562494
