review,k_total,early_effect,final_effect,decay_ratio
CD001155_pub3_data.rds,35,-0.248785085539922,0.0179971879459816,0.0723403008943382
CD001155_pub3_data.rds,18,0.0769659790586373,-0.0521984362091557,0.67820141895925
CD001155_pub3_data.rds,19,0.0253439738839708,0.00977530384585843,0.385705252483746
CD001155_pub3_data.rds,9,0.0848667940537611,0.0623975879254043,0.735241487805901
CD001321_pub7_data.rds,103,-1.19635094377454,-0.343610517750973,0.287215486006862
CD001321_pub7_data.rds,30,-0.857706825858052,-0.364205687509042,0.424627246197662
CD001321_pub7_data.rds,8,-0.130427303149887,-0.0302765347064062,0.232133410529945
CD001321_pub7_data.rds,10,0.212131305227718,0.314399079262784,1.48209656714875
CD001396_pub4_data.rds,49,-0.665407886878246,-0.331325519568692,0.497928452761662
CD001396_pub4_data.rds,56,1.75651023081531,0.949104392540339,0.540335248773244
CD001396_pub4_data.rds,29,0.300185135573102,0.68875811379792,2.29444443504162
CD001396_pub4_data.rds,23,1.07632905382882,0.840376473476196,0.780780255338024
CD001396_pub4_data.rds,14,1.12051918057124,0.417545881113574,0.372636085444524
CD001396_pub4_data.rds,21,1.71080766720006,0.673085409578839,0.39343137307797
CD001396_pub4_data.rds,8,1.56670624592883,1.6825667888851,1.07395166978962
CD001396_pub4_data.rds,14,1.81936899208531,1.18179630046317,0.64956383537604
CD001396_pub4_data.rds,16,0.665337440516348,0.776206369294381,1.16663563783813
CD001396_pub4_data.rds,16,0.671685489675077,0.994250136462323,1.48023167352221
CD001396_pub4_data.rds,13,0.19219430107427,1.18664941685441,6.17421749875847
CD001396_pub4_data.rds,19,0.259662893461655,0.721877632800247,2.78005695452534
CD001396_pub4_data.rds,10,1.2104377990586,0.872398756747809,0.720729935421967
CD001396_pub4_data.rds,26,0.693513099063677,0.232957275651798,0.335908977013293
CD001396_pub4_data.rds,8,-0.052087908265995,-0.333554005017934,6.40367440586381
CD001396_pub4_data.rds,30,1.47122257866972,0.845679508759798,0.574814117877707
CD001396_pub4_data.rds,18,0.0169873860432489,-0.0448480949907227,2.64008216900129
CD001431_pub6_data.rds,437,0.372400091207275,0.240283915479974,0.645230549490478
CD001431_pub6_data.rds,377,-1.09143052208871,0.139441025476423,0.127759873536952
CD001431_pub6_data.rds,353,0.372400091207275,0.498807052808955,1.33943858926534
CD001431_pub6_data.rds,136,-0.189935481352313,0.366164471160247,1.92783606597992
CD001431_pub6_data.rds,116,-0.330221618282831,0.0384360413548384,0.116394685347094
CD001431_pub6_data.rds,60,-0.00337703508041151,0.276397250757166,81.8461295709979
CD001533_pub7_data.rds,43,-1.16954672906015,-0.327308371544693,0.279859165445845
CD001533_pub7_data.rds,47,0.412659295555023,-0.543377175995428,1.31676950416103
CD001533_pub7_data.rds,30,-0.0426017107784183,-0.238577329580017,5.60018189928838
CD001533_pub7_data.rds,27,-1.09130258186653,-0.683574894814861,0.626384383372113
CD001533_pub7_data.rds,68,-0.680553317710784,-0.128268227383786,0.18847638244605
CD001552_pub3_data.rds,10,0.310797189043547,0.273151073532721,0.878872406707798
CD001552_pub3_data.rds,13,1.96047776777463,0.770467715334176,0.392999975821581
CD001552_pub3_data.rds,11,0.26795832361918,-0.0106209002518973,0.0396363886310606
CD001552_pub3_data.rds,8,0.264394683314009,0.186982880685533,0.707211197826782
CD001552_pub3_data.rds,8,0.32601214324833,0.224725190491252,0.689315398660086
CD001552_pub3_data.rds,8,0.31221723162675,-0.759783067263157,2.43350779617271
CD001703_pub4_data.rds,8,-0.492453193942043,-0.0759010176939614,0.154128389515318
CD001703_pub4_data.rds,16,0.156127600972972,-0.141586105290875,0.906861467213506
CD001703_pub4_data.rds,18,-0.996599460427922,0.433867472930684,0.435347890660496
CD001703_pub4_data.rds,10,-0.394552176213204,0.276980284852554,0.702011803637555
CD001703_pub4_data.rds,22,1.10223993517882,0.925333259721992,0.839502571254482
CD001797_pub4_data.rds,8,1.33783525021084,1.21779293299761,0.910271225702631
CD001837_pub4_data.rds,110,1.14689695410506,0.284203545198535,0.247802162331403
CD001837_pub4_data.rds,20,0.228355024073858,0.239165160767585,1.0473391673232
CD001909_pub4_data.rds,51,1.0963521451137,0.628483965253745,0.573250089448737
CD001909_pub4_data.rds,25,0.634030293848198,0.226102460081402,0.356611446290824
CD001909_pub4_data.rds,24,1.0517501137771,0.898699148056278,0.854479725063993
CD001909_pub4_data.rds,12,-0.000463227883690034,0.668293218409672,1442.68780429646
CD001909_pub4_data.rds,13,0.332462893466408,0.37278617113101,1.12128655094159
CD001920_pub4_data.rds,219,-0.237555361720824,-0.0421210518014884,0.177310465637855
CD001920_pub4_data.rds,279,-0.165387332115794,-0.0598895981555383,0.36211720323058
CD001920_pub4_data.rds,207,-0.227865985517085,-0.047450209471256,0.208237352159339
CD001920_pub4_data.rds,244,-0.142417784449038,-0.0464897733105301,0.326432358784276
CD001920_pub4_data.rds,168,-0.175297799373923,0.14414738056305,0.822300000786511
CD001920_pub4_data.rds,124,0.0164921232488063,-0.0482874426492413,2.92790939776275
CD001920_pub4_data.rds,15,0.151026920833904,0.128256729007422,0.849230907306096
CD001920_pub4_data.rds,12,0.0874319799349817,0.0289845632043055,0.33150985744415
CD001920_pub4_data.rds,16,0.0900384501180088,0.0394508388045799,0.4381554630591
CD002042_pub6_data.rds,44,-3.4401826671398,-1.48330408466399,0.431170152338808
CD002042_pub6_data.rds,9,-0.692865733366679,-1.06645316923989,1.53919167579254
CD002042_pub6_data.rds,12,-0.764071817383117,-1.66787225051833,2.18287366785842
CD002042_pub6_data.rds,27,-3.43105878091107,-1.53615973647117,0.447721777609203
CD002042_pub6_data.rds,16,-2.9413258983646,-1.28393854527246,0.436516927956313
CD002042_pub6_data.rds,19,-3.4401826671398,-1.33346012120491,0.387613173550916
CD002042_pub6_data.rds,17,0,0,
CD002042_pub6_data.rds,33,-0.162860463700929,0.00381267621548366,0.0234106923733504
CD002042_pub6_data.rds,17,-0.223987488422957,-0.0338187239899807,0.150984879682746
CD002042_pub6_data.rds,17,-0.276523184539656,-0.0522290178873479,0.18887753652301
CD002042_pub6_data.rds,8,-0.361675484690655,0.0446630143602973,0.123489194736265
CD002042_pub6_data.rds,8,-0.361675484690655,0.0446630143602973,0.123489194736265
CD002042_pub6_data.rds,20,-0.128660317665998,0.0677894122273608,0.526886715788641
CD002042_pub6_data.rds,13,-0.162860463700929,-0.270345805852017,1.65998425712744
CD002042_pub6_data.rds,27,-0.265847211764784,0.0145224346933567,0.0546269964501482
CD002042_pub6_data.rds,25,-0.110412014822806,0.0388642544598583,0.351992983030239
CD002042_pub6_data.rds,15,-0.780049641540579,-0.173293003231842,0.222156378265353
CD002042_pub6_data.rds,8,-0.0602027405756177,0.115226584039576,1.91397572498956
CD002042_pub6_data.rds,8,-0.203447024326002,0.0421801224233533,0.207327300869066
CD002042_pub6_data.rds,27,-0.369246668642012,0.0959844550341836,0.259946705510406
CD002042_pub6_data.rds,17,-0.545097744646677,-0.111614966370297,0.204761379892782
CD002042_pub6_data.rds,22,0.19266071025037,-0.101659182430009,0.527659128308511
CD002042_pub6_data.rds,27,0.0427146761162783,0.0414834706110184,0.971176054293182
CD002042_pub6_data.rds,17,-0.0255742660268967,-0.0258689692225953,1.01152342731512
CD002042_pub6_data.rds,13,0.241158271286518,0.0761384060544539,0.315719654350958
CD002042_pub6_data.rds,8,-0.318456533966361,-0.0457136311783478,0.143547474466881
CD002042_pub6_data.rds,11,-0.46620672036857,-0.0257396327900886,0.0552107716717159
CD002042_pub6_data.rds,15,-0.347336123169485,-0.284101350191985,0.81794357465479
CD002042_pub6_data.rds,11,-0.0268067177907542,-0.0589628703827729,2.19955575475598
CD002042_pub6_data.rds,12,0.289635064459656,0.00650673615146578,0.0224652914991656
CD002042_pub6_data.rds,10,0.361727335714059,0.186229356765813,0.514833517898755
CD002042_pub6_data.rds,11,-0.660188548960469,-0.770886536222927,1.1676763213127
CD002112_pub2_data.rds,16,-0.224975831234281,-0.0406183394844189,0.180545346856038
CD002112_pub2_data.rds,19,-0.213431715678201,-0.235995533907274,1.10571914374288
CD002112_pub2_data.rds,12,-0.221251865291748,-0.209649854034787,0.94756197313111
CD002112_pub2_data.rds,25,0.874288712790747,0.278290231817877,0.318304729028892
CD002112_pub2_data.rds,21,0.0771348673685305,0.832105395942642,10.787668720127
CD002112_pub2_data.rds,14,1.58491043741414,1.10681147916476,0.698343233180154
CD002112_pub2_data.rds,11,-0.116411045832316,-0.107083241347756,0.919871826441654
CD002112_pub2_data.rds,12,0.183896476452283,0.35193858437863,1.91378644750679
CD002112_pub2_data.rds,15,-0.139634385064069,-0.0223289183410539,0.159909884165054
CD002112_pub2_data.rds,8,-0.534901612116338,-0.134442220134288,0.251340091502749
CD002115_pub6_data.rds,13,-0.0261084344886181,1.2885824930819,49.3550271519977
CD002122_pub3_data.rds,15,-0.193883255713606,-0.273371101768781,1.4099778795369
CD002122_pub3_data.rds,14,-0.0648913170487979,-0.212248923855913,3.27083704737112
CD002122_pub3_data.rds,12,-1.32158624240522,-0.399528467640453,0.302309796228909
CD002122_pub3_data.rds,9,-0.231861881999351,-0.231861881999351,1
CD002122_pub3_data.rds,9,-0.50241597736995,-0.262901641132467,0.523274841912285
CD002122_pub3_data.rds,13,0.350278692540873,0.289309069471829,0.825939674986282
CD002122_pub3_data.rds,10,-0.443205436091011,-0.401834049115816,0.906654152665448
CD002122_pub3_data.rds,9,2.52846066083459,0.984804957958444,0.389487949412423
CD002122_pub3_data.rds,9,-3.06211815982615,-1.13629476536555,0.371081292770905
CD002122_pub3_data.rds,9,0.0277607683365602,-0.0154176090034981,0.555374001777663
CD002122_pub3_data.rds,8,0.0911150553740547,0.0271858528602289,0.298368395306602
CD002122_pub3_data.rds,8,-1.05338980051962,-1.5905433014965,1.50992851906475
CD002203_pub5_data.rds,23,-0.0816464252955322,-0.00328196843698097,0.0401973316664062
CD002203_pub5_data.rds,13,-0.0292595129709436,0.0323105369310575,1.10427459825267
CD002203_pub5_data.rds,13,0.930602542578741,0.771186359845363,0.828695736966688
CD002203_pub5_data.rds,51,1.14601333305474,-0.165473712793133,0.144390739636559
CD002243_pub5_data.rds,75,-0.925266266850483,-0.153763658546359,0.166183145387711
CD002243_pub5_data.rds,54,0.276309996142695,-0.142978525879758,0.517456942838651
CD002243_pub5_data.rds,55,0.223440948430752,-0.149445723302168,0.668837669870899
CD002243_pub5_data.rds,46,0.250515987935833,-0.128796339544822,0.514124230577299
CD002243_pub5_data.rds,25,-0.940638081284102,-0.15174486077363,0.161321196529144
CD002243_pub5_data.rds,29,-0.940638081284102,-0.146164868701422,0.155389061542019
CD002243_pub5_data.rds,14,-0.0232504361335623,-0.165765588148207,7.12956897651145
CD002243_pub5_data.rds,8,-0.236886249220885,-0.185133876138852,0.78153069985174
CD002243_pub5_data.rds,8,0.237269985665864,0.0147947285753613,0.062353982674387
CD002243_pub5_data.rds,61,-0.7329783723346,-0.162447118781883,0.221626073719576
CD002243_pub5_data.rds,43,-0.0157059693189622,-0.148830771761139,9.47606408357437
CD002243_pub5_data.rds,23,-0.212749716565402,-0.163273259786065,0.767442901555515
CD002243_pub5_data.rds,43,-0.925266266850483,-0.147980948208203,0.159933365680687
CD002243_pub5_data.rds,25,-0.946318556959941,-0.205050272430446,0.216682079118445
CD002243_pub5_data.rds,62,-0.0157059693189622,-0.158115579516287,10.0672283451738
CD002243_pub5_data.rds,14,0.250515987935833,0.163914408605487,0.654307175985397
CD002243_pub5_data.rds,29,-1.11851623111337,-0.131559613661229,0.117619762683529
CD002243_pub5_data.rds,16,-0.854850134888637,-0.41240567172444,0.482430375680019
CD002243_pub5_data.rds,12,-0.503760088758793,-0.196054982851973,0.389183238662337
CD002243_pub5_data.rds,9,-0.246823780608427,-0.269885336251584,1.09343328096795
CD002243_pub5_data.rds,15,-0.418876714541806,-0.0369506988928472,0.0882137813109669
CD002243_pub5_data.rds,40,-0.925266266850483,-0.153379805009414,0.165768288010223
CD002243_pub5_data.rds,13,-0.400271921341505,-0.144962833400691,0.362160885317288
CD002243_pub5_data.rds,24,-0.748104586866173,-0.151569865535165,0.202605181409319
CD002243_pub5_data.rds,25,-0.0773672776172058,-0.0864029744364772,1.11678964411773
CD002243_pub5_data.rds,10,-0.306574817313084,-0.254332380628714,0.829593189870458
CD002243_pub5_data.rds,31,-0.0813175414710199,-0.0194331501739498,0.238978574885659
CD002243_pub5_data.rds,9,-0.415492800130604,-0.359372376141365,0.864930453736868
CD002243_pub5_data.rds,18,0.104489518957509,0.755940931855843,7.23461012547342
CD002243_pub5_data.rds,16,1.13708682710857,0.285491934880981,0.251073117790785
CD002243_pub5_data.rds,17,0.0226210796698969,-0.066852016642341,2.95529734291615
CD002243_pub5_data.rds,32,0.192744994998014,-0.0127174832769658,0.0659808742483655
CD002243_pub5_data.rds,36,0.0299085066627396,-0.023826882006801,0.796659033347354
CD002243_pub5_data.rds,29,0.403589862109885,0.589214534492735,1.45993393246412
CD002243_pub5_data.rds,12,0.648336828263791,0.496210922623296,0.765359765158059
CD002243_pub5_data.rds,10,0.0639346497560495,-0.0791542174928484,1.23804881695405
CD002243_pub5_data.rds,8,0.362511230968336,-0.136566169832979,0.376722589995861
CD002243_pub5_data.rds,14,-0.0922443532571531,-0.0239284397148026,0.259402758758538
CD002290_pub6_data.rds,88,-1.5460799234889,-0.684393834878105,0.442663942840481
CD002290_pub6_data.rds,68,-3.31234014288181,-0.286206880957934,0.0864062471280282
CD002290_pub6_data.rds,46,0.601535870751871,-0.677953173112788,1.12703698328979
CD002290_pub6_data.rds,22,-1.02622798512733,-0.67913581013527,0.661778688534796
CD002303_pub4_data.rds,8,-0.197889907776902,0.552982258325214,2.79439343085974
CD002971_pub6_data.rds,11,-1.13240714288395,-0.634701046866549,0.560488381634656
CD002971_pub6_data.rds,9,-0.216639594476197,0.00169271351714108,0.0078135002109555
CD002971_pub6_data.rds,9,-0.157631413372009,-0.0550996297320886,0.34954726696546
CD002971_pub6_data.rds,9,-0.156615241245224,-0.098351143897452,0.627979391504155
CD003216_pub3_data.rds,26,1.60705494807512,0.00666435812336712,0.00414693855449652
CD003216_pub3_data.rds,15,-0.233588315764151,0.274266747501583,1.17414583261307
CD003216_pub3_data.rds,9,0.17895810309106,0.106998046136803,0.597894391417183
