review,analysis,k,span_years,studies_per_year,start_year,end_year
CD006913_pub3_data.rds,11::2,12,21.0,0.571429,2001,2022
CD006913_pub3_data.rds,11::3,6,19.0,0.315789,2001,2020
CD006913_pub3_data.rds,12::1,53,20.0,2.65,2002,2022
CD006913_pub3_data.rds,12::2,8,15.0,0.533333,2007,2022
CD006913_pub3_data.rds,13::1,44,36.0,1.222222,1986,2022
CD006913_pub3_data.rds,13::2,10,21.0,0.47619,2001,2022
CD006913_pub3_data.rds,14::1,34,20.0,1.7,2002,2022
CD006913_pub3_data.rds,14::2,9,20.0,0.45,2002,2022
CD006913_pub3_data.rds,15::1,25,11.0,2.272727,2011,2022
CD006913_pub3_data.rds,15::2,9,20.0,0.45,2002,2022
CD006913_pub3_data.rds,1::1,20,19.0,1.052632,2002,2021
CD006913_pub3_data.rds,1::2,16,20.0,0.8,2002,2022
CD006913_pub3_data.rds,1::3,61,17.0,3.588235,2005,2022
CD006913_pub3_data.rds,2::1,21,20.0,1.05,2001,2021
CD006913_pub3_data.rds,2::2,15,20.0,0.75,2002,2022
CD006913_pub3_data.rds,2::3,36,17.0,2.117647,2005,2022
CD006913_pub3_data.rds,3::1,15,19.0,0.789474,2002,2021
CD006913_pub3_data.rds,3::2,13,20.0,0.65,2002,2022
CD006913_pub3_data.rds,3::3,43,17.0,2.529412,2005,2022
CD006913_pub3_data.rds,4::1,19,18.0,1.055556,2001,2019
CD006913_pub3_data.rds,4::2,13,20.0,0.65,2002,2022
CD006913_pub3_data.rds,4::3,12,17.0,0.705882,2004,2021
CD006913_pub3_data.rds,5::1,10,11.0,0.909091,2011,2022
CD006913_pub3_data.rds,5::2,16,35.0,0.457143,1986,2021
CD006913_pub3_data.rds,5::3,8,17.0,0.470588,2004,2021
CD006913_pub3_data.rds,6::1,15,10.0,1.5,2011,2021
CD006913_pub3_data.rds,6::2,29,36.0,0.805556,1986,2022
CD006913_pub3_data.rds,7::1,10,21.0,0.47619,2001,2022
CD006913_pub3_data.rds,7::2,12,17.0,0.705882,2004,2021
CD006913_pub3_data.rds,7::3,10,36.0,0.277778,1986,2022
CD006913_pub3_data.rds,8::1,23,21.0,1.095238,2001,2022
CD006913_pub3_data.rds,8::2,33,20.0,1.65,2002,2022
CD006913_pub3_data.rds,8::3,7,29.0,0.241379,1986,2015
CD006913_pub3_data.rds,9::1,27,20.0,1.35,2002,2022
CD006913_pub3_data.rds,9::2,34,21.0,1.619048,2001,2022
CD006913_pub3_data.rds,9::3,9,20.0,0.45,2002,2022
CD006919_pub5_data.rds,1::overall,13,26.0,0.5,1988,2014
CD006919_pub5_data.rds,2::overall,26,26.0,1.0,1988,2014
CD006919_pub5_data.rds,3::overall,25,26.0,0.961538,1988,2014
CD006919_pub5_data.rds,4::overall,34,26.0,1.307692,1988,2014
CD006919_pub5_data.rds,5::overall,21,25.0,0.84,1989,2014
CD006919_pub5_data.rds,6::overall,13,23.0,0.565217,1991,2014
CD006919_pub5_data.rds,7::overall,15,26.0,0.576923,1988,2014
CD006942_pub4_data.rds,1::1.0,8,25.0,0.32,1994,2019
CD006942_pub4_data.rds,1::2.0,5,12.0,0.416667,2007,2019
CD006982_pub5_data.rds,1::overall,8,27.0,0.296296,1995,2022
CD006982_pub5_data.rds,5::overall,5,27.0,0.185185,1994,2021
CD007024_pub3_data.rds,1::overall,27,23.0,1.173913,1993,2016
CD007024_pub3_data.rds,2::overall,20,20.0,1.0,1993,2013
CD007024_pub3_data.rds,3::overall,21,23.0,0.913043,1993,2016
CD007024_pub3_data.rds,4::overall,15,13.0,1.153846,2000,2013
CD007024_pub3_data.rds,5::overall,26,16.0,1.625,2000,2016
CD007024_pub3_data.rds,8::overall,19,9.0,2.111111,2004,2013
CD007026_pub7_data.rds,1::overall,14,10.0,1.4,2004,2014
CD007026_pub7_data.rds,2::overall,14,10.0,1.4,2004,2014
CD007026_pub7_data.rds,3::overall,10,10.0,1.0,2004,2014
CD007026_pub7_data.rds,4::overall,10,10.0,1.0,2004,2014
CD007026_pub7_data.rds,6::overall,5,7.0,0.714286,2005,2012
CD007079_pub4_data.rds,10::overall,6,31.0,0.193548,1978,2009
CD007079_pub4_data.rds,11::overall,5,28.0,0.178571,1978,2006
CD007079_pub4_data.rds,15::overall,7,9.0,0.777778,1990,1999
CD007079_pub4_data.rds,17::overall,8,19.0,0.421053,1990,2009
CD007079_pub4_data.rds,1::overall,20,22.0,0.909091,1987,2009
CD007079_pub4_data.rds,2::overall,20,20.0,1.0,1989,2009
CD007079_pub4_data.rds,3::overall,20,20.0,1.0,1989,2009
CD007079_pub4_data.rds,4::overall,17,24.0,0.708333,1989,2013
CD007079_pub4_data.rds,5::overall,11,22.0,0.5,1991,2013
CD007079_pub4_data.rds,6::overall,8,19.0,0.421053,1987,2006
CD007079_pub4_data.rds,7::overall,20,35.0,0.571429,1978,2013
CD007079_pub4_data.rds,8::overall,7,35.0,0.2,1978,2013
CD007110_pub4_data.rds,1::overall,8,10.0,0.8,2004,2014
CD007110_pub4_data.rds,2::overall,8,10.0,0.8,2004,2014
CD007110_pub4_data.rds,3::overall,7,10.0,0.7,2004,2014
CD007130_pub5_data.rds,10::overall,12,14.0,0.857143,2000,2014
CD007130_pub5_data.rds,11::overall,6,13.0,0.461538,1998,2011
CD007130_pub5_data.rds,1::overall,13,33.0,0.393939,1984,2017
CD007130_pub5_data.rds,2::overall,27,33.0,0.818182,1984,2017
CD007130_pub5_data.rds,4::overall,25,33.0,0.757576,1984,2017
CD007130_pub5_data.rds,5::overall,10,16.0,0.625,1998,2014
CD007130_pub5_data.rds,6::overall,8,14.0,0.571429,2000,2014
CD007130_pub5_data.rds,7::overall,6,14.0,0.428571,2000,2014
CD007130_pub5_data.rds,8::overall,6,14.0,0.428571,2000,2014
CD007130_pub5_data.rds,9::overall,13,16.0,0.8125,1998,2014
CD007156_pub3_data.rds,1::overall,46,15.0,3.066667,2007,2022
CD007156_pub3_data.rds,2::overall,22,13.0,1.692308,2008,2021
CD007310_pub3_data.rds,10::overall,19,13.0,1.461538,2005,2018
CD007310_pub3_data.rds,11::overall,12,13.0,0.923077,2005,2018
CD007310_pub3_data.rds,12::overall,7,22.0,0.318182,1994,2016
CD007310_pub3_data.rds,14::overall,5,11.0,0.454545,2005,2016
CD007310_pub3_data.rds,1::overall,14,38.0,0.368421,1982,2020
CD007310_pub3_data.rds,2::overall,9,38.0,0.236842,1982,2020
CD007310_pub3_data.rds,3::overall,18,38.0,0.473684,1982,2020
CD007310_pub3_data.rds,4::overall,14,33.0,0.424242,1987,2020
CD007310_pub3_data.rds,5::overall,22,14.0,1.571429,2006,2020
CD007310_pub3_data.rds,6::overall,17,15.0,1.133333,2005,2020
CD007310_pub3_data.rds,7::overall,20,15.0,1.333333,2005,2020
CD007310_pub3_data.rds,8::overall,16,15.0,1.066667,2005,2020
CD007310_pub3_data.rds,9::overall,21,13.0,1.615385,2005,2018
CD007374_pub3_data.rds,10::overall,5,14.0,0.357143,2005,2019
CD007374_pub3_data.rds,11::overall,7,3.0,2.333333,2002,2005
CD007374_pub3_data.rds,12::overall,5,0.0,5.0,2005,2005
CD007374_pub3_data.rds,13::overall,10,14.0,0.714286,2005,2019
CD007374_pub3_data.rds,18::overall,6,1.0,6.0,2011,2012
CD007374_pub3_data.rds,19::overall,5,7.0,0.714286,2012,2019
CD007374_pub3_data.rds,1::overall,8,9.0,0.888889,2010,2019
CD007374_pub3_data.rds,2::overall,5,14.0,0.357143,2005,2019
CD007374_pub3_data.rds,5::overall,6,17.0,0.352941,2005,2022
CD007374_pub3_data.rds,6::overall,5,12.0,0.416667,2005,2017
CD007374_pub3_data.rds,7::overall,11,0.0,11.0,2002,2002
CD007388_pub3_data.rds,12::overall,5,5.0,1.0,2014,2019
CD007388_pub3_data.rds,14::overall,6,15.0,0.4,2004,2019
CD007388_pub3_data.rds,16::overall,6,6.0,1.0,2014,2020
CD007388_pub3_data.rds,1::overall,14,26.0,0.538462,1993,2019
CD007388_pub3_data.rds,2::overall,11,25.0,0.44,1993,2018
CD007388_pub3_data.rds,3::overall,10,25.0,0.4,1993,2018
CD007388_pub3_data.rds,4::overall,11,27.0,0.407407,1993,2020
CD007388_pub3_data.rds,5::overall,13,27.0,0.481481,1993,2020
CD007388_pub3_data.rds,6::overall,8,14.0,0.571429,2004,2018
CD007388_pub3_data.rds,9::overall,5,5.0,1.0,2014,2019
CD007491_pub3_data.rds,2::overall,5,22.0,0.227273,1999,2021
CD007491_pub3_data.rds,3::overall,8,22.0,0.363636,1999,2021
CD007569_pub4_data.rds,1::overall,18,38.0,0.473684,1983,2021
CD007569_pub4_data.rds,2::overall,7,27.0,0.259259,1994,2021
CD007572_pub4_data.rds,2::2.0,6,10.0,0.6,2012,2022
CD007572_pub4_data.rds,9::nan,5,15.0,0.333333,2008,2023
CD007639_pub3_data.rds,11::overall,5,11.0,0.454545,2003,2014
CD007639_pub3_data.rds,1::overall,23,25.0,0.92,1994,2019
CD007639_pub3_data.rds,2::overall,22,22.0,1.0,1997,2019
CD007639_pub3_data.rds,3::overall,17,22.0,0.772727,1997,2019
CD007639_pub3_data.rds,4::overall,17,28.0,0.607143,1991,2019
CD007639_pub3_data.rds,5::overall,10,28.0,0.357143,1991,2019
CD007639_pub3_data.rds,6::overall,10,28.0,0.357143,1991,2019
CD007639_pub3_data.rds,7::overall,12,24.0,0.5,1995,2019
CD007674_pub3_data.rds,1::overall,55,26.0,2.115385,1996,2022
CD007674_pub3_data.rds,2::overall,54,26.0,2.076923,1996,2022
CD007674_pub3_data.rds,3::overall,42,26.0,1.615385,1996,2022
CD007674_pub3_data.rds,4::overall,73,26.0,2.807692,1996,2022
CD007674_pub3_data.rds,5::overall,41,22.0,1.863636,1996,2018
CD007674_pub3_data.rds,6::overall,14,22.0,0.636364,1996,2018
CD007674_pub3_data.rds,7::overall,39,22.0,1.772727,1996,2018
CD007674_pub3_data.rds,8::overall,16,22.0,0.727273,1996,2018
CD007693_pub3_data.rds,1::overall,27,35.0,0.771429,1982,2017
CD007784_pub3_data.rds,11::overall,18,23.0,0.782609,1992,2015
CD007784_pub3_data.rds,12::overall,7,13.0,0.538462,1995,2008
CD007784_pub3_data.rds,13::overall,7,15.0,0.466667,1992,2007
CD007784_pub3_data.rds,14::overall,13,14.0,0.928571,1992,2006
CD007784_pub3_data.rds,17::overall,7,13.0,0.538462,1992,2005
CD007784_pub3_data.rds,18::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,19::overall,24,23.0,1.043478,1992,2015
CD007784_pub3_data.rds,1::overall,16,19.0,0.842105,1992,2011
CD007784_pub3_data.rds,20::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,21::overall,22,23.0,0.956522,1992,2015
CD007784_pub3_data.rds,22::overall,12,21.0,0.571429,1992,2013
CD007784_pub3_data.rds,23::overall,14,18.0,0.777778,1992,2010
CD007784_pub3_data.rds,24::overall,14,18.0,0.777778,1992,2010
CD007784_pub3_data.rds,25::overall,12,21.0,0.571429,1992,2013
CD007784_pub3_data.rds,26::overall,12,14.0,0.857143,1992,2006
CD007784_pub3_data.rds,27::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,28::overall,24,23.0,1.043478,1992,2015
CD007784_pub3_data.rds,29::overall,22,23.0,0.956522,1992,2015
CD007784_pub3_data.rds,2::overall,16,21.0,0.761905,1992,2013
CD007784_pub3_data.rds,30::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,31::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,32::overall,12,14.0,0.857143,1992,2006
CD007784_pub3_data.rds,33::overall,24,23.0,1.043478,1992,2015
CD007784_pub3_data.rds,34::overall,22,23.0,0.956522,1992,2015
CD007784_pub3_data.rds,35::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,36::overall,13,14.0,0.928571,1992,2006
CD007784_pub3_data.rds,37::overall,13,21.0,0.619048,1992,2013
CD007784_pub3_data.rds,38::overall,14,18.0,0.777778,1992,2010
CD007784_pub3_data.rds,39::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,40::overall,24,23.0,1.043478,1992,2015
CD007784_pub3_data.rds,41::overall,22,23.0,0.956522,1992,2015
CD007784_pub3_data.rds,42::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,43::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,44::overall,24,23.0,1.043478,1992,2015
CD007784_pub3_data.rds,45::overall,13,14.0,0.928571,1992,2006
CD007784_pub3_data.rds,46::overall,22,23.0,0.956522,1992,2015
CD007784_pub3_data.rds,47::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,48::overall,13,21.0,0.619048,1992,2013
CD007784_pub3_data.rds,49::overall,27,24.0,1.125,1991,2015
CD007784_pub3_data.rds,4::overall,9,14.0,0.642857,1992,2006
CD007784_pub3_data.rds,50::overall,14,18.0,0.777778,1992,2010
CD007784_pub3_data.rds,51::overall,20,23.0,0.869565,1992,2015
CD007784_pub3_data.rds,52::overall,17,23.0,0.73913,1992,2015
CD007784_pub3_data.rds,53::overall,13,16.0,0.8125,1992,2008
CD007784_pub3_data.rds,54::overall,12,21.0,0.571429,1992,2013
CD007784_pub3_data.rds,55::overall,5,12.0,0.416667,1996,2008
CD007784_pub3_data.rds,56::overall,5,10.0,0.5,1996,2006
CD007784_pub3_data.rds,57::overall,9,14.0,0.642857,1992,2006
CD007784_pub3_data.rds,58::overall,22,24.0,0.916667,1991,2015
CD007784_pub3_data.rds,59::overall,19,23.0,0.826087,1992,2015
CD007784_pub3_data.rds,5::overall,12,17.0,0.705882,1996,2013
CD007784_pub3_data.rds,60::overall,19,23.0,0.826087,1992,2015
CD007784_pub3_data.rds,61::overall,17,23.0,0.73913,1992,2015
CD007784_pub3_data.rds,6::overall,8,13.0,0.615385,2000,2013
CD007809_pub3_data.rds,1::overall,11,18.0,0.611111,2004,2022
CD007809_pub3_data.rds,2::overall,11,18.0,0.611111,2004,2022
CD007809_pub3_data.rds,3::overall,10,18.0,0.555556,2004,2022
CD007809_pub3_data.rds,4::overall,10,18.0,0.555556,2004,2022
CD007809_pub3_data.rds,5::overall,9,11.0,0.818182,2011,2022
CD007809_pub3_data.rds,6::overall,9,11.0,0.818182,2011,2022
CD007837_pub3_data.rds,1::overall,11,17.0,0.647059,2005,2022
CD007837_pub3_data.rds,2::overall,5,8.0,0.625,2014,2022
CD007837_pub3_data.rds,4::overall,6,8.0,0.75,2014,2022
CD007837_pub3_data.rds,5::overall,6,8.0,0.75,2014,2022
CD007837_pub3_data.rds,6::overall,5,8.0,0.625,2014,2022
CD007837_pub3_data.rds,7::overall,5,8.0,0.625,2014,2022
CD007859_pub5_data.rds,1::overall,51,31.0,1.645161,1990,2021
CD007859_pub5_data.rds,2::overall,33,16.0,2.0625,2005,2021
CD007859_pub5_data.rds,3::overall,36,23.0,1.565217,1998,2021
CD007859_pub5_data.rds,4::overall,24,21.0,1.142857,1992,2013
CD007859_pub5_data.rds,6::overall,18,9.0,2.0,2012,2021
CD007895_pub3_data.rds,2::overall,5,33.0,0.151515,1986,2019
CD007896_pub4_data.rds,1::overall,425,37.0,11.486486,1985,2022
CD007896_pub4_data.rds,2::overall,425,37.0,11.486486,1985,2022
CD007896_pub4_data.rds,3::overall,358,33.0,10.848485,1989,2022
CD007896_pub4_data.rds,4::overall,318,23.0,13.826087,1999,2022
CD008063_pub3_data.rds,1::overall,148,29.0,5.103448,1993,2022
CD008063_pub3_data.rds,2::overall,12,16.0,0.75,2005,2021
CD008063_pub3_data.rds,3::overall,19,19.0,1.0,2002,2021
CD008145_pub4_data.rds,1::overall,28,25.0,1.12,1996,2021
CD008145_pub4_data.rds,2::overall,13,25.0,0.52,1996,2021
CD008145_pub4_data.rds,3::overall,14,24.0,0.583333,1996,2020
CD008145_pub4_data.rds,4::overall,7,10.0,0.7,2011,2021
CD008145_pub4_data.rds,5::overall,7,19.0,0.368421,1998,2017
CD008145_pub4_data.rds,6::overall,8,12.0,0.666667,2009,2021
CD008145_pub4_data.rds,7::overall,5,14.0,0.357143,2007,2021
CD008165_pub5_data.rds,1::overall,8,18.0,0.444444,2003,2021
CD008165_pub5_data.rds,2::overall,7,18.0,0.388889,2003,2021
CD008165_pub5_data.rds,3::overall,9,17.0,0.529412,2004,2021
CD008165_pub5_data.rds,4::overall,13,14.0,0.928571,2007,2021
CD008165_pub5_data.rds,6::overall,7,14.0,0.5,2007,2021
CD008176_pub3_data.rds,10::overall,83,23.0,3.608696,1999,2022
CD008176_pub3_data.rds,11::overall,59,26.0,2.269231,1993,2019
CD008176_pub3_data.rds,12::overall,45,25.0,1.8,1994,2019
CD008176_pub3_data.rds,13::overall,15,23.0,0.652174,1996,2019
CD008176_pub3_data.rds,14::overall,20,24.0,0.833333,1996,2020
CD008176_pub3_data.rds,15::overall,27,21.0,1.285714,1999,2020
CD008176_pub3_data.rds,16::overall,24,15.0,1.6,2005,2020
CD008176_pub3_data.rds,17::overall,15,14.0,1.071429,2005,2019
CD008176_pub3_data.rds,18::overall,13,9.0,1.444444,2003,2012
CD008176_pub3_data.rds,19::overall,19,29.0,0.655172,1990,2019
CD008176_pub3_data.rds,1::overall,26,25.0,1.04,1995,2020
CD008176_pub3_data.rds,20::overall,23,28.0,0.821429,1990,2018
CD008176_pub3_data.rds,21::overall,16,21.0,0.761905,1997,2018
CD008176_pub3_data.rds,22::overall,25,22.0,1.136364,1997,2019
CD008176_pub3_data.rds,23::overall,12,16.0,0.75,2000,2016
CD008176_pub3_data.rds,24::overall,25,25.0,1.0,1995,2020
CD008176_pub3_data.rds,25::overall,23,25.0,0.92,1995,2020
CD008176_pub3_data.rds,26::overall,9,15.0,0.6,2005,2020
CD008176_pub3_data.rds,2::overall,129,32.0,4.03125,1990,2022
CD008176_pub3_data.rds,3::overall,50,24.0,2.083333,1995,2019
CD008176_pub3_data.rds,4::overall,42,24.0,1.75,1996,2020
CD008176_pub3_data.rds,5::overall,20,24.0,0.833333,1996,2020
CD008176_pub3_data.rds,6::overall,24,24.0,1.0,1995,2019
CD008176_pub3_data.rds,7::overall,14,15.0,0.933333,1996,2011
CD008176_pub3_data.rds,8::overall,33,27.0,1.222222,1990,2017
CD008176_pub3_data.rds,9::overall,95,29.0,3.275862,1993,2022
CD008237_pub4_data.rds,2::1.0,6,11.0,0.545455,2003,2014
CD008309_pub3_data.rds,11::overall,6,8.0,0.75,2014,2022
CD008309_pub3_data.rds,12::overall,7,9.0,0.777778,2013,2022
CD008309_pub3_data.rds,15::overall,5,6.0,0.833333,2016,2022
CD008309_pub3_data.rds,1::overall,12,9.0,1.333333,2013,2022
CD008309_pub3_data.rds,2::overall,18,9.0,2.0,2013,2022
CD008309_pub3_data.rds,3::overall,20,9.0,2.222222,2013,2022
CD008309_pub3_data.rds,4::overall,20,9.0,2.222222,2013,2022
CD008309_pub3_data.rds,5::overall,11,9.0,1.222222,2013,2022
CD008309_pub3_data.rds,6::overall,13,9.0,1.444444,2013,2022
CD008309_pub3_data.rds,7::overall,11,9.0,1.222222,2013,2022
CD008349_pub5_data.rds,10::nan,25,16.0,1.5625,2008,2024
CD008349_pub5_data.rds,11::nan,26,9.0,2.888889,2014,2023
CD008349_pub5_data.rds,12::nan,9,12.0,0.75,2009,2021
CD008349_pub5_data.rds,13::nan,34,15.0,2.266667,2007,2022
CD008349_pub5_data.rds,14::nan,16,9.0,1.777778,2014,2023
CD008349_pub5_data.rds,1::nan,90,19.0,4.736842,2005,2024
CD008349_pub5_data.rds,2::nan,20,15.0,1.333333,2009,2024
CD008349_pub5_data.rds,3::1.0,17,16.0,1.0625,2008,2024
CD008349_pub5_data.rds,3::2.0,5,18.0,0.277778,2005,2023
CD008349_pub5_data.rds,3::nan,11,14.0,0.785714,2009,2023
CD008349_pub5_data.rds,4::1.0,11,13.0,0.846154,2008,2021
CD008349_pub5_data.rds,4::2.0,10,19.0,0.526316,2005,2024
CD008349_pub5_data.rds,4::nan,17,15.0,1.133333,2008,2023
CD008349_pub5_data.rds,5::1.0,45,18.0,2.5,2005,2023
CD008349_pub5_data.rds,5::2.0,43,17.0,2.529412,2007,2024
CD008349_pub5_data.rds,6::1.0,28,16.0,1.75,2007,2023
CD008349_pub5_data.rds,6::2.0,35,15.0,2.333333,2008,2023
CD008349_pub5_data.rds,7::1.0,46,16.0,2.875,2007,2023
CD008349_pub5_data.rds,7::2.0,21,13.0,1.615385,2010,2023
CD008349_pub5_data.rds,7::nan,8,10.0,0.8,2013,2023
CD008349_pub5_data.rds,8::2.0,39,16.0,2.4375,2007,2023
CD008349_pub5_data.rds,8::nan,12,14.0,0.857143,2009,2023
CD008349_pub5_data.rds,9::nan,13,16.0,0.8125,2004,2020
CD008469_pub3_data.rds,1::overall,16,28.0,0.571429,1986,2014
CD008469_pub3_data.rds,2::overall,8,15.0,0.533333,2006,2021
CD008469_pub3_data.rds,3::overall,6,11.0,0.545455,2009,2020
CD008469_pub3_data.rds,4::overall,6,9.0,0.666667,2006,2015
CD008469_pub3_data.rds,6::overall,12,24.0,0.5,1986,2010
CD008493_pub5_data.rds,1::overall,20,12.0,1.666667,2011,2023
CD008493_pub5_data.rds,2::overall,11,15.0,0.733333,2008,2023
CD008493_pub5_data.rds,3::overall,25,15.0,1.666667,2008,2023
CD008493_pub5_data.rds,4::overall,17,15.0,1.133333,2008,2023
CD008493_pub5_data.rds,5::overall,15,15.0,1.0,2008,2023
CD008493_pub5_data.rds,6::overall,11,15.0,0.733333,2008,2023
CD008493_pub5_data.rds,7::overall,14,15.0,0.933333,2008,2023
CD008493_pub5_data.rds,8::overall,5,15.0,0.333333,2008,2023
CD008552_pub8_data.rds,1::overall,45,15.0,3.0,2008,2023
CD008552_pub8_data.rds,2::overall,18,15.0,1.2,2008,2023
CD008552_pub8_data.rds,3::overall,32,15.0,2.133333,2008,2023
CD008552_pub8_data.rds,4::overall,30,15.0,2.0,2008,2023
CD008552_pub8_data.rds,5::overall,43,15.0,2.866667,2008,2023
CD008552_pub8_data.rds,6::overall,43,15.0,2.866667,2008,2023
CD008552_pub8_data.rds,7::overall,15,11.0,1.363636,2011,2022
CD008564_pub3_data.rds,10::overall,6,21.0,0.285714,1994,2015
CD008564_pub3_data.rds,1::overall,56,21.0,2.666667,1994,2015
CD008564_pub3_data.rds,2::overall,57,21.0,2.714286,1994,2015
CD008564_pub3_data.rds,3::overall,46,17.0,2.705882,1998,2015
CD008564_pub3_data.rds,4::overall,56,21.0,2.666667,1994,2015
CD008564_pub3_data.rds,5::overall,38,21.0,1.809524,1994,2015
CD008564_pub3_data.rds,7::overall,5,21.0,0.238095,1994,2015
CD008564_pub3_data.rds,8::overall,6,21.0,0.285714,1994,2015
CD008564_pub3_data.rds,9::overall,6,21.0,0.285714,1994,2015
CD008628_pub3_data.rds,1::overall,11,25.0,0.44,1996,2021
CD008628_pub3_data.rds,2::overall,5,8.0,0.625,2013,2021
CD008628_pub3_data.rds,3::overall,12,26.0,0.461538,1996,2022
CD008628_pub3_data.rds,4::overall,8,29.0,0.275862,1993,2022
CD008628_pub3_data.rds,7::overall,5,29.0,0.172414,1993,2022
CD008628_pub3_data.rds,8::overall,9,12.0,0.75,2002,2014
CD008628_pub3_data.rds,9::overall,9,25.0,0.36,1996,2021
CD008709_pub4_data.rds,10::overall,16,13.0,1.230769,2007,2020
CD008709_pub4_data.rds,11::overall,7,7.0,1.0,2011,2018
CD008709_pub4_data.rds,12::overall,15,10.0,1.5,2010,2020
CD008709_pub4_data.rds,13::overall,28,10.0,2.8,2010,2020
CD008709_pub4_data.rds,14::overall,35,13.0,2.692308,2007,2020
CD008709_pub4_data.rds,15::overall,26,13.0,2.0,2007,2020
CD008709_pub4_data.rds,16::overall,18,13.0,1.384615,2007,2020
CD008709_pub4_data.rds,17::overall,20,10.0,2.0,2010,2020
CD008709_pub4_data.rds,18::overall,22,11.0,2.0,2007,2018
CD008709_pub4_data.rds,19::overall,12,10.0,1.2,2010,2020
CD008709_pub4_data.rds,1::overall,26,10.0,2.6,2010,2020
CD008709_pub4_data.rds,20::overall,19,11.0,1.727273,2007,2018
CD008709_pub4_data.rds,2::overall,5,5.0,1.0,2010,2015
CD008709_pub4_data.rds,3::overall,10,8.0,1.25,2010,2018
CD008709_pub4_data.rds,4::overall,9,8.0,1.125,2010,2018
CD008709_pub4_data.rds,5::overall,28,10.0,2.8,2010,2020
CD008709_pub4_data.rds,6::overall,6,3.0,2.0,2011,2014
CD008709_pub4_data.rds,7::overall,10,8.0,1.25,2010,2018
CD008709_pub4_data.rds,8::overall,12,8.0,1.5,2010,2018
CD008709_pub4_data.rds,9::overall,13,6.0,2.166667,2010,2016
CD008858_pub5_data.rds,1::overall,7,11.0,0.636364,2005,2016
CD008858_pub5_data.rds,2::overall,72,11.0,6.545455,2005,2016
CD008858_pub5_data.rds,3::overall,48,11.0,4.363636,2005,2016
CD008858_pub5_data.rds,4::overall,27,11.0,2.454545,2005,2016
CD008873_pub5_data.rds,12::overall,7,10.0,0.7,2008,2018
CD008873_pub5_data.rds,3::overall,5,10.0,0.5,2008,2018
CD008873_pub5_data.rds,4::overall,5,7.0,0.714286,2011,2018
CD008873_pub5_data.rds,9::overall,7,9.0,0.777778,2009,2018
CD008879_pub3_data.rds,1::overall,19,41.0,0.463415,1982,2023
CD008879_pub3_data.rds,2::overall,16,41.0,0.390244,1982,2023
CD008879_pub3_data.rds,3::overall,11,35.0,0.314286,1988,2023
CD008940_pub4_data.rds,1::nan,30,15.0,2.0,2009,2024
CD008940_pub4_data.rds,2::nan,30,15.0,2.0,2009,2024
CD008940_pub4_data.rds,3::nan,32,15.0,2.133333,2009,2024
CD008940_pub4_data.rds,4::nan,29,20.0,1.45,2004,2024
CD008940_pub4_data.rds,5::nan,28,20.0,1.4,2004,2024
CD008940_pub4_data.rds,6::1.0,15,20.0,0.75,2004,2024
CD008940_pub4_data.rds,6::2.0,13,20.0,0.65,2004,2024
CD008973_pub3_data.rds,1::overall,10,22.0,0.454545,1996,2018
CD008973_pub3_data.rds,2::overall,7,12.0,0.583333,2006,2018
CD008973_pub3_data.rds,5::overall,11,22.0,0.5,1996,2018
CD008973_pub3_data.rds,6::overall,10,22.0,0.454545,1996,2018
CD008973_pub3_data.rds,7::overall,10,22.0,0.454545,1996,2018
CD008973_pub3_data.rds,8::overall,10,22.0,0.454545,1996,2018
CD009022_pub4_data.rds,10::nan,5,2.0,2.5,2012,2014
CD009022_pub4_data.rds,12::nan,10,11.0,0.909091,2012,2023
CD009022_pub4_data.rds,1::nan,6,10.0,0.6,2013,2023
CD009022_pub4_data.rds,5::nan,11,11.0,1.0,2012,2023
CD009022_pub4_data.rds,7::nan,9,7.0,1.285714,2012,2019
CD009022_pub4_data.rds,8::nan,5,10.0,0.5,2013,2023
CD009022_pub4_data.rds,9::nan,5,2.0,2.5,2012,2014
CD009102_pub2_data.rds,2::overall,5,16.0,0.3125,2005,2021
CD009235_pub4_data.rds,10::nan,12,27.0,0.444444,1993,2020
CD009235_pub4_data.rds,11::nan,22,17.0,1.294118,2006,2023
CD009235_pub4_data.rds,12::nan,10,14.0,0.714286,2006,2020
CD009235_pub4_data.rds,13::nan,17,22.0,0.772727,2001,2023
CD009235_pub4_data.rds,14::1.0,12,33.0,0.363636,1989,2022
CD009235_pub4_data.rds,14::2.0,18,30.0,0.6,1993,2023
CD009235_pub4_data.rds,14::3.0,20,22.0,0.909091,2001,2023
CD009235_pub4_data.rds,15::1.0,8,11.0,0.727273,2011,2022
CD009235_pub4_data.rds,15::2.0,12,21.0,0.571429,2001,2022
CD009235_pub4_data.rds,15::3.0,19,18.0,1.055556,2006,2024
